Source_file,Ref video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score
src13_hrc18, src13_hrc00_, 640x480, yuv422p, 31.5763612261, 1.703703704
src13_hrc11, src13_hrc00_, 640x480, yuv422p, 52.3758870385, 2.259259259
src13_hrc09, src13_hrc00_, 640x480, yuv422p, 84.5387959674, 4.481481481
src13_hrc07, src13_hrc00_, 640x480, yuv422p, 57.3104197128, 2.185185185
src13_hrc05, src13_hrc00_, 640x480, yuv422p, 84.6572923894, 4.259259259
src13_hrc02, src13_hrc00_, 640x480, yuv422p, 75.5137261273, 3.518518519
src13_hrc10, src13_hrc00_, 640x480, yuv422p, 72.7053848981, 3.592592593
src13_hrc22, src13_hrc00_, 640x480, yuv422p, 74.8653765827, 3.666666667
src13_hrc16, src13_hrc00_, 640x480, yuv422p, 25.3704236374, 1.111111111
src13_hrc24, src13_hrc00_, 640x480, yuv422p, 25.2524838832, 1.074074074
src13_hrc17, src13_hrc00_, 640x480, yuv422p, 40.4233082505, 2.074074074
src13_hrc04, src13_hrc00_, 640x480, yuv422p, 53.7831950821, 1.888888889
src13_hrc19, src13_hrc00_, 640x480, yuv422p, 17.8261054798, 1.148148148
src13_hrc14, src13_hrc00_, 640x480, yuv422p, 72.8800912813, 3.703703704
src13_hrc06, src13_hrc00_, 640x480, yuv422p, 73.7354868471, 3.62962963
src13_hrc03, src13_hrc00_, 640x480, yuv422p, 64.1097646369, 2.518518519
src13_hrc28, src13_hrc00_, 640x480, yuv422p, 35.2466857567, 1.259259259
src13_hrc21, src13_hrc00_, 640x480, yuv422p, 85.7728912774, 4.407407407
src13_hrc13, src13_hrc00_, 640x480, yuv422p, 84.5756229931, 4.518518519
src13_hrc20, src13_hrc00_, 640x480, yuv422p, 7.92274217474, 1
src13_hrc15, src13_hrc00_, 640x480, yuv422p, 51.2344592293, 2.259259259
src02_hrc19, src02_hrc00_, 640x480, yuv422p, 38.3348199435, 1.62962963
src02_hrc12, src02_hrc00_, 640x480, yuv422p, 52.3091585922, 1.703703704
src02_hrc08, src02_hrc00_, 640x480, yuv422p, 64.7857248823, 2.518518519
src02_hrc14, src02_hrc00_, 640x480, yuv422p, 85.6029772021, 3.925925926
src02_hrc16, src02_hrc00_, 640x480, yuv422p, 46.9818615563, 1.37037037
src02_hrc03, src02_hrc00_, 640x480, yuv422p, 80.5200705694, 3.444444444
src02_hrc10, src02_hrc00_, 640x480, yuv422p, 85.5666350574, 3.740740741
src02_hrc06, src02_hrc00_, 640x480, yuv422p, 85.9275398735, 3.740740741
src02_hrc01, src02_hrc00_, 640x480, yuv422p, 94.179492509, 4.444444444
src02_hrc28, src02_hrc00_, 640x480, yuv422p, 49.5092965259, 1.407407407
src02_hrc18, src02_hrc00_, 640x480, yuv422p, 51.3047275822, 2.592592593
src02_hrc24, src02_hrc00_, 640x480, yuv422p, 47.8396173636, 1.333333333
src02_hrc15, src02_hrc00_, 640x480, yuv422p, 69.9093440805, 2.407407407
src02_hrc17, src02_hrc00_, 640x480, yuv422p, 58.4064288188, 3.185185185
src02_hrc20, src02_hrc00_, 640x480, yuv422p, 23.1923190618, 1.148148148
src02_hrc04, src02_hrc00_, 640x480, yuv422p, 73.1353373664, 3.037037037
src02_hrc07, src02_hrc00_, 640x480, yuv422p, 73.9828011591, 2.481481481
src02_hrc02, src02_hrc00_, 640x480, yuv422p, 87.6353335972, 3.888888889
src02_hrc21, src02_hrc00_, 640x480, yuv422p, 94.624149009, 4.481481481
src02_hrc11, src02_hrc00_, 640x480, yuv422p, 70.3320622244, 2.518518519
src02_hrc05, src02_hrc00_, 640x480, yuv422p, 93.8438921334, 4.296296296
src02_hrc09, src02_hrc00_, 640x480, yuv422p, 93.819290642, 4.481481481
src02_hrc22, src02_hrc00_, 640x480, yuv422p, 86.7658298317, 3.925925926
src02_hrc23, src02_hrc00_, 640x480, yuv422p, 71.1133091027, 2.333333333
src02_hrc13, src02_hrc00_, 640x480, yuv422p, 93.8290702477, 4.518518519
src21_hrc26, src21_ref_, 640x480, yuv422p, 52.7769530634, 2.222222222
src21_hrc27, src21_ref_, 640x480, yuv422p, 62.3429117411, 3.222222222
src21_hrc25, src21_ref_, 640x480, yuv422p, 62.2088242372, 1.740740741
src22_hrc25, src22_ref_, 640x480, yuv422p, 38.1824114815, 1.62962963
src22_hrc27, src22_ref_, 640x480, yuv422p, 44.2709441837, 3.185185185
src22_hrc26, src22_ref_, 640x480, yuv422p, 38.8116781288, 2.185185185
src24_hrc25, src24_ref_, 640x480, yuv422p, 50.4680948271, 1.740740741
src24_hrc27, src24_ref_, 640x480, yuv422p, 51.0672352512, 3.296296296
src24_hrc26, src24_ref_, 640x480, yuv422p, 47.2934461678, 2.777777778
src25_hrc26, src25_ref_, 640x480, yuv422p, 44.7427601278, 2.185185185
src25_hrc25, src25_ref_, 640x480, yuv422p, 46.969281201, 1.518518519
src25_hrc27, src25_ref_, 640x480, yuv422p, 47.2166064175, 3.444444444
src27_hrc26, src27_ref_, 640x480, yuv422p, 47.2274849271, 3.037037037
src27_hrc25, src27_ref_, 640x480, yuv422p, 49.6148162878, 1.703703704
src27_hrc27, src27_ref_, 640x480, yuv422p, 50.0864052489, 3.703703704
src28_hrc25, src28_ref_, 640x480, yuv422p, 58.570068064, 2.074074074
src28_hrc26, src28_ref_, 640x480, yuv422p, 53.3265233393, 3.148148148
src28_hrc27, src28_ref_, 640x480, yuv422p, 58.5424343917, 3.666666667
src29_hrc27, src29_ref_, 640x480, yuv422p, 91.4002416831, 4.185185185
src29_hrc26, src29_ref_, 640x480, yuv422p, 85.666119094, 3.851851852
src29_hrc25, src29_ref_, 640x480, yuv422p, 91.7921768781, 2.037037037
src03_hrc10, src03_hrc00_, 640x480, yuv422p, 83.4927591782, 4.148148148
src03_hrc02, src03_hrc00_, 640x480, yuv422p, 85.8730268325, 4.148148148
src03_hrc13, src03_hrc00_, 640x480, yuv422p, 92.6983343212, 4.555555556
src03_hrc20, src03_hrc00_, 640x480, yuv422p, 18.2101946599, 1.111111111
src03_hrc15, src03_hrc00_, 640x480, yuv422p, 65.6478292873, 2.851851852
src03_hrc21, src03_hrc00_, 640x480, yuv422p, 94.3032087802, 4.62962963
src03_hrc12, src03_hrc00_, 640x480, yuv422p, 44.3445036725, 1.851851852
src03_hrc18, src03_hrc00_, 640x480, yuv422p, 44.6078722516, 2.481481481
src03_hrc09, src03_hrc00_, 640x480, yuv422p, 92.6524091694, 4.481481481
src03_hrc03, src03_hrc00_, 640x480, yuv422p, 76.032399809, 3.518518519
src03_hrc19, src03_hrc00_, 640x480, yuv422p, 32.2465147129, 1.851851852
src03_hrc16, src03_hrc00_, 640x480, yuv422p, 40.1284584493, 1.666666667
src03_hrc14, src03_hrc00_, 640x480, yuv422p, 83.7218639605, 4.111111111
src03_hrc05, src03_hrc00_, 640x480, yuv422p, 92.7177544841, 4.407407407
src03_hrc28, src03_hrc00_, 640x480, yuv422p, 45.3615493544, 1.259259259
src03_hrc01, src03_hrc00_, 640x480, yuv422p, 93.1249093619, 4.62962963
src03_hrc23, src03_hrc00_, 640x480, yuv422p, 69.1750846357, 3.148148148
src03_hrc08, src03_hrc00_, 640x480, yuv422p, 56.4967075441, 2.444444444
src03_hrc22, src03_hrc00_, 640x480, yuv422p, 86.4047470691, 4.074074074
src03_hrc07, src03_hrc00_, 640x480, yuv422p, 69.6399022725, 3.296296296
src03_hrc04, src03_hrc00_, 640x480, yuv422p, 66.2819142997, 2.666666667
src03_hrc24, src03_hrc00_, 640x480, yuv422p, 41.189525979, 1.407407407
src03_hrc06, src03_hrc00_, 640x480, yuv422p, 84.1787605772, 4
src03_hrc17, src03_hrc00_, 640x480, yuv422p, 51.4208690422, 2.814814815
src03_hrc11, src03_hrc00_, 640x480, yuv422p, 66.2810048579, 2.888888889
src31_hrc25, src31_ref_, 640x480, yuv422p, 65.5325224376, 1.518518519
src31_hrc27, src31_ref_, 640x480, yuv422p, 72.2276829684, 3.407407407
src31_hrc26, src31_ref_, 640x480, yuv422p, 65.9420706233, 2.851851852
src04_hrc28, src04_hrc00_, 640x480, yuv422p, 49.4907512629, 1.37037037
src04_hrc10, src04_hrc00_, 640x480, yuv422p, 80.3985815928, 3.259259259
src04_hrc03, src04_hrc00_, 640x480, yuv422p, 80.8126571337, 3.666666667
src04_hrc07, src04_hrc00_, 640x480, yuv422p, 69.4570972042, 2.814814815
src04_hrc18, src04_hrc00_, 640x480, yuv422p, 59.0309366431, 2.851851852
src04_hrc13, src04_hrc00_, 640x480, yuv422p, 90.4564749319, 4
src04_hrc09, src04_hrc00_, 640x480, yuv422p, 90.5010063699, 3.962962963
src04_hrc15, src04_hrc00_, 640x480, yuv422p, 61.6638610241, 2.296296296
src04_hrc19, src04_hrc00_, 640x480, yuv422p, 43.1094015855, 1.444444444
src04_hrc21, src04_hrc00_, 640x480, yuv422p, 91.603202458, 4
src04_hrc23, src04_hrc00_, 640x480, yuv422p, 61.884771641, 2.222222222
src04_hrc11, src04_hrc00_, 640x480, yuv422p, 63.5458694444, 2.333333333
src04_hrc06, src04_hrc00_, 640x480, yuv422p, 82.0432975471, 3.222222222
src04_hrc22, src04_hrc00_, 640x480, yuv422p, 81.5335037552, 3.407407407
src04_hrc01, src04_hrc00_, 640x480, yuv422p, 91.3517604035, 4
src04_hrc20, src04_hrc00_, 640x480, yuv422p, 27.093835137, 1
src04_hrc02, src04_hrc00_, 640x480, yuv422p, 84.1818206392, 3.777777778
src04_hrc08, src04_hrc00_, 640x480, yuv422p, 66.301131457, 2.481481481
src04_hrc05, src04_hrc00_, 640x480, yuv422p, 90.8537227825, 3.888888889
src04_hrc04, src04_hrc00_, 640x480, yuv422p, 77.6920886239, 3.407407407
src04_hrc12, src04_hrc00_, 640x480, yuv422p, 48.2944251755, 1.740740741
src04_hrc16, src04_hrc00_, 640x480, yuv422p, 40.0973871266, 1.148148148
src04_hrc17, src04_hrc00_, 640x480, yuv422p, 68.4968637442, 3.777777778
src04_hrc24, src04_hrc00_, 640x480, yuv422p, 38.7388474626, 1.222222222
src04_hrc14, src04_hrc00_, 640x480, yuv422p, 80.1266824465, 3.481481481
src05_hrc15, src05_hrc00_, 640x480, yuv422p, 66.6853477706, 2
src05_hrc24, src05_hrc00_, 640x480, yuv422p, 43.8631454832, 1.111111111
src05_hrc17, src05_hrc00_, 640x480, yuv422p, 59.9061457067, 2.518518519
src05_hrc10, src05_hrc00_, 640x480, yuv422p, 84.6833412318, 3.703703704
src05_hrc13, src05_hrc00_, 640x480, yuv422p, 93.5420010203, 4.407407407
src05_hrc11, src05_hrc00_, 640x480, yuv422p, 67.8205503256, 2
src05_hrc22, src05_hrc00_, 640x480, yuv422p, 86.0183251573, 3.703703704
src05_hrc02, src05_hrc00_, 640x480, yuv422p, 87.085824261, 3.888888889
src05_hrc07, src05_hrc00_, 640x480, yuv422p, 71.5649260591, 2.37037037
src05_hrc09, src05_hrc00_, 640x480, yuv422p, 93.563910168, 4.333333333
src05_hrc01, src05_hrc00_, 640x480, yuv422p, 94.0026479324, 4.296296296
src05_hrc21, src05_hrc00_, 640x480, yuv422p, 94.5754417149, 4.296296296
src05_hrc14, src05_hrc00_, 640x480, yuv422p, 84.7523851113, 3.703703704
src05_hrc23, src05_hrc00_, 640x480, yuv422p, 68.7808540993, 2.148148148
src05_hrc18, src05_hrc00_, 640x480, yuv422p, 52.4994340357, 2.111111111
src05_hrc12, src05_hrc00_, 640x480, yuv422p, 48.372577788, 1.259259259
src05_hrc19, src05_hrc00_, 640x480, yuv422p, 39.0339056409, 1.185185185
src05_hrc04, src05_hrc00_, 640x480, yuv422p, 69.9875799071, 2.407407407
src05_hrc16, src05_hrc00_, 640x480, yuv422p, 43.0599956528, 1.148148148
src05_hrc05, src05_hrc00_, 640x480, yuv422p, 93.7369473275, 4.333333333
src05_hrc28, src05_hrc00_, 640x480, yuv422p, 49.8559088357, 1.111111111
src05_hrc20, src05_hrc00_, 640x480, yuv422p, 25.8402066316, 1
src05_hrc08, src05_hrc00_, 640x480, yuv422p, 61.4911632583, 2.074074074
src05_hrc06, src05_hrc00_, 640x480, yuv422p, 85.5228840917, 3.666666667
src05_hrc03, src05_hrc00_, 640x480, yuv422p, 77.8384681797, 2.925925926
src07_hrc10, src07_hrc00_, 640x480, yuv422p, 83.3325928436, 3.888888889
src07_hrc03, src07_hrc00_, 640x480, yuv422p, 79.0469968918, 3.185185185
src07_hrc07, src07_hrc00_, 640x480, yuv422p, 72.2993020012, 2.777777778
src07_hrc13, src07_hrc00_, 640x480, yuv422p, 91.6877980246, 4.518518519
src07_hrc11, src07_hrc00_, 640x480, yuv422p, 68.4800930683, 2.555555556
src07_hrc20, src07_hrc00_, 640x480, yuv422p, 28.2750774953, 1
src07_hrc02, src07_hrc00_, 640x480, yuv422p, 85.7978634247, 4
src07_hrc16, src07_hrc00_, 640x480, yuv422p, 46.8146014126, 1.333333333
src07_hrc08, src07_hrc00_, 640x480, yuv422p, 64.8235013607, 2.444444444
src07_hrc22, src07_hrc00_, 640x480, yuv422p, 83.6400267714, 4
src07_hrc04, src07_hrc00_, 640x480, yuv422p, 73.6814446169, 2.925925926
src07_hrc21, src07_hrc00_, 640x480, yuv422p, 92.3526510997, 4.444444444
src07_hrc12, src07_hrc00_, 640x480, yuv422p, 52.3624015395, 1.518518519
src07_hrc01, src07_hrc00_, 640x480, yuv422p, 92.1541314397, 4.407407407
src07_hrc15, src07_hrc00_, 640x480, yuv422p, 67.9170812182, 2.407407407
src07_hrc06, src07_hrc00_, 640x480, yuv422p, 84.0378174108, 3.888888889
src07_hrc19, src07_hrc00_, 640x480, yuv422p, 43.179759342, 1.481481481
src07_hrc24, src07_hrc00_, 640x480, yuv422p, 46.9078080853, 1.259259259
src07_hrc18, src07_hrc00_, 640x480, yuv422p, 56.2049411695, 2.37037037
src07_hrc17, src07_hrc00_, 640x480, yuv422p, 64.0833583414, 2.888888889
src07_hrc05, src07_hrc00_, 640x480, yuv422p, 91.7768668261, 4.407407407
src07_hrc23, src07_hrc00_, 640x480, yuv422p, 67.7982551413, 2.185185185
src07_hrc28, src07_hrc00_, 640x480, yuv422p, 51.1827451371, 1.296296296
src07_hrc14, src07_hrc00_, 640x480, yuv422p, 83.2726392205, 3.925925926
src07_hrc09, src07_hrc00_, 640x480, yuv422p, 91.7162749806, 4.185185185
src08_hrc28, src08_hrc00_, 640x480, yuv422p, 53.5064774003, 1.333333333
src08_hrc24, src08_hrc00_, 640x480, yuv422p, 49.7550729844, 1.333333333
src08_hrc03, src08_hrc00_, 640x480, yuv422p, 81.2872601879, 3.148148148
src08_hrc11, src08_hrc00_, 640x480, yuv422p, 72.643892904, 3.074074074
src08_hrc15, src08_hrc00_, 640x480, yuv422p, 72.2929919281, 2.703703704
src08_hrc20, src08_hrc00_, 640x480, yuv422p, 27.4322418438, 1.037037037
src08_hrc16, src08_hrc00_, 640x480, yuv422p, 50.3657391881, 1.481481481
src08_hrc22, src08_hrc00_, 640x480, yuv422p, 87.2524072008, 4.37037037
src08_hrc23, src08_hrc00_, 640x480, yuv422p, 73.6365511338, 2.814814815
src08_hrc17, src08_hrc00_, 640x480, yuv422p, 64.1808928418, 2.666666667
src08_hrc18, src08_hrc00_, 640x480, yuv422p, 57.3860898157, 2.481481481
src08_hrc07, src08_hrc00_, 640x480, yuv422p, 76.0784589793, 3.037037037
src08_hrc06, src08_hrc00_, 640x480, yuv422p, 86.6588674982, 4.037037037
src08_hrc19, src08_hrc00_, 640x480, yuv422p, 44.1291989812, 1.518518519
src08_hrc04, src08_hrc00_, 640x480, yuv422p, 74.8858241284, 2.851851852
src08_hrc01, src08_hrc00_, 640x480, yuv422p, 93.0095061196, 4.666666667
src08_hrc08, src08_hrc00_, 640x480, yuv422p, 67.2658544749, 2.333333333
src08_hrc14, src08_hrc00_, 640x480, yuv422p, 86.0778390187, 4.37037037
src08_hrc12, src08_hrc00_, 640x480, yuv422p, 55.399997898, 1.703703704
src08_hrc21, src08_hrc00_, 640x480, yuv422p, 93.4979330826, 4.444444444
src08_hrc05, src08_hrc00_, 640x480, yuv422p, 92.7599186039, 4.592592593
src08_hrc13, src08_hrc00_, 640x480, yuv422p, 92.7702060656, 4.518518519
src08_hrc09, src08_hrc00_, 640x480, yuv422p, 92.7233568888, 4.518518519
src08_hrc02, src08_hrc00_, 640x480, yuv422p, 87.8549311252, 4.296296296
src08_hrc10, src08_hrc00_, 640x480, yuv422p, 86.0081235205, 4.259259259
src09_hrc19, src09_hrc00_, 640x480, yuv422p, 39.3186682495, 1.148148148
src09_hrc07, src09_hrc00_, 640x480, yuv422p, 73.7745421948, 1.777777778
src09_hrc14, src09_hrc00_, 640x480, yuv422p, 84.1741740335, 3.444444444
src09_hrc01, src09_hrc00_, 640x480, yuv422p, 91.4068739066, 4.111111111
src09_hrc28, src09_hrc00_, 640x480, yuv422p, 51.1925352808, 1.111111111
src09_hrc02, src09_hrc00_, 640x480, yuv422p, 86.6937837256, 3.148148148
src09_hrc09, src09_hrc00_, 640x480, yuv422p, 91.1491721778, 4.444444444
src09_hrc16, src09_hrc00_, 640x480, yuv422p, 48.6959330859, 1
src09_hrc08, src09_hrc00_, 640x480, yuv422p, 65.5249148341, 1.62962963
src09_hrc04, src09_hrc00_, 640x480, yuv422p, 73.2105215233, 2.37037037
src09_hrc10, src09_hrc00_, 640x480, yuv422p, 84.2405695323, 3.074074074
src09_hrc15, src09_hrc00_, 640x480, yuv422p, 68.5876817413, 1.62962963
src09_hrc12, src09_hrc00_, 640x480, yuv422p, 53.1535333438, 1.074074074
src09_hrc05, src09_hrc00_, 640x480, yuv422p, 91.1367595203, 4.148148148
src09_hrc23, src09_hrc00_, 640x480, yuv422p, 70.5947674891, 1.777777778
src09_hrc11, src09_hrc00_, 640x480, yuv422p, 69.564566009, 1.518518519
src09_hrc13, src09_hrc00_, 640x480, yuv422p, 91.2788469419, 4.148148148
src09_hrc03, src09_hrc00_, 640x480, yuv422p, 78.7931752196, 2.481481481
src09_hrc24, src09_hrc00_, 640x480, yuv422p, 50.8408750386, 1
src09_hrc06, src09_hrc00_, 640x480, yuv422p, 84.6722885518, 2.962962963
src09_hrc22, src09_hrc00_, 640x480, yuv422p, 85.3152343662, 3.185185185
src09_hrc21, src09_hrc00_, 640x480, yuv422p, 91.4686823998, 4.222222222
src09_hrc20, src09_hrc00_, 640x480, yuv422p, 27.1426074896, 1
src09_hrc18, src09_hrc00_, 640x480, yuv422p, 52.9371134232, 1.740740741
src09_hrc17, src09_hrc00_, 640x480, yuv422p, 59.7736914051, 2.518518519
