Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps
TV08_1080p24_5_1s, RV08_1080p24_, 1920x1080,  I420, 10.6777990104, 83.75, 15.246419, 0.464952, 0.481904, , , , ,, , , , , ,, ,  ,, , , , 
TV09_1080p30_1_1s, RV09_1080p30_, 1920x1080,  I420, 39.8186845277, 88.125, 23.633426, 0.720110, 0.714759, 2556, 0.990716158059, 57.7682450509, 0,0, 0.871674338811, 4.6426185446, 6.25764771127, 0, 0,132.885367762, 43.9495713889, 0.000555813771518 ,0.484749608764, 6.28338106416, -0.793557370892, #DIV/0!, 30
TV09_1080p30_3_3s, RV09_1080p30_, 1920x1080,  I420, 4.51731624752, 75.75, 12.919522, 0.426838, 0.472358, 2336, 0.889606904966, 40.1141487628, 0,0, 0.697437632705, 5.00339768836, 61.804171083, 0, 0,132.617722603, 32.5780339212, 0.00141713613014 ,0.437675513699, 6.00923244863, -0.857370184075, #DIV/0!, 30
TV10_2160p30_0.5_1s, RV10_2160p30_, 3840x2160,  I420, 18.6329011555, 88, , , , 2854, 0.936674376314, 57.9524742607, 0,0, 2.75764716889, 5.80208269096, 8.48328843378, 0, 0,127.976173791, 48.6309098318, 0.000469807288017 ,0.405732305536, 2.52990399439, -0.7915499089, #DIV/0!, 30
TV10_2160p30_5_5s, RV10_2160p30_, 3840x2160,  I420, 4.98209556895, 65.625, , , , 2764, 0.948971993488, 39.9497188929, 0,0, 8.49452208755, 8.49344392185, 3.57052397974, 0, 0,131.866859624, 48.5318807959, 0.000228798842258 ,0.335434153401, 3.73319681621, -0.815036013025, #DIV/0!, 30
TV11_2160p30_0.5_7s, RV11_2160p30_, 3840x2160,  I420, 37.0565875268, 82.375, 30.165986, 0.803258, 0.785198, 2977, 0.896607625126, 33.9930925966, 0,0, 4.66768848841, 6.50024454148, 5.63594057776, 0, 0,129.024185422, 59.3535460228, 0.00013635875042 ,0.34701713134, 1.87187134699, -0.788506829023, #DIV/0!, 30
TV11_2160p30_5_2s, RV11_2160p30_, 3840x2160,  I420, 14.7455663917, 75.375, 19.186643, 0.539669, 0.592099, 2588, 0.903120622102, 34.0245882921, 0,0, 3.85486534389, 6.1922816847, 4.63390051391, 0, 0,129.972565688, 62.3328097643, 0.000109899536321 ,0.346692426584, 1.76825270479, -0.794353593509, #DIV/0!, 30
TV12_2160p30_0.5_3s, RV12_2160p30_, 3840x2160,  I420, 24.1226526287, 79.0625, 27.420741, 0.683979, 0.690638, 1501, 0.61792502998, 11.3370088941, 0,0, 2.67795922718, 6.45536708861, 2.12515888075, 0, 0,126.794137242, 35.4304391872, 0.000290406395736 ,0.308447701532, 13484.1094837, -0.78574284477, #DIV/0!, 30
TV12_2160p30_4_7s, RV12_2160p30_, 3840x2160,  I420, 10.839594423, 50, 22.791815, 0.647055, 0.665479, 1766, 0.6555101812, 11.4663869592, 0,0, 4.08682469422, 6.88653567384, 1.74945214043, 0, 0,131.94394111, 35.3192656399, 0.000205192525481 ,0.294875424689, 12924.2067505, -0.802508595696, #DIV/0!, 30
TV13_2160p30_2_7s, RV13_2160p30_, 3840x2160,  I420, 12.1658496448, 63, 13.457814, 0.436157, 0.551878, 2909, 0.893208157442, 49.7758013922, 0,0, 3.06149563768, 5.90136060502, 13.2237704847, 0, 0,134.330697834, 56.9468859402, 0.000302547267102 ,0.327820556892, 5.48179786868, -0.809469872809, #DIV/0!, 30
TV13_2160p30_3_2s, RV13_2160p30_, 3840x2160,  I420, 5.03587186243, 69.5625, 14.727979, 0.485905, 0.564567, 2965, 0.850716978078, 50.3128443777, 0,0, 2.70009538617, 5.36464013491, 16.5312565464, 0, 0,131.686677909, 53.3892298718, 0.000524347386172 ,0.360654300169, 4.59442495784, -0.799754620573, #DIV/0!, 30
TV14_2160p30_1_5s, RV14_2160p30_, 3840x2160,  I420, 10.4008549285, 75.875, 13.575684, 0.330153, 0.419708, 3055, 0.91968904419, 52.0566446318, 0,0, 3.67477363011, 4.59726677578, 14.4868792275, 0, 0,129.931914894, 56.2391290736, 0.000555607201309 ,0.349152209493, 3.78261309329, -0.804175793781, #DIV/0!, 30
TV14_2160p30_4_1s, RV14_2160p30_, 3840x2160,  I420, 15.4462882513, 75.25, 15.781889, 0.431002, 0.495300, 3024, 0.922823015873, 53.9017316964, 0,0, 3.4541997619, 4.35659093915, 15.2859698247, 0, 0,129.344246032, 55.879433578, 0.000601121031746 ,0.350843253968, 3.79360416667, -0.801564166667, #DIV/0!, 30
TV15_2160p30_1_9s, RV15_2160p30_, 3840x2160,  I420, 69.9849450447, 74.9375, 32.035983, 0.865529, 0.876528, 2739, 0.973499382986, 62.2084744943, 0,0, 1.80714387733, 5.65157648777, 2.92134252282, 0, 0,130.386637459, 56.8815537386, 0.00034020445418 ,0.444209565535, 4.11748156261, -0.798351365462, #DIV/0!, 30
TV15_2160p30_2_3s, RV15_2160p30_, 3840x2160,  I420, 75.80009821, 73.375, 33.762424, 0.906932, 0.913335, 2950, 0.964587759322, 62.3807850983, 0,0, 1.84140687458, 5.23823898305, 3.0604692339, 0, 0,129.582033898, 56.4871663559, 0.000356294915254 ,0.446244067797, 3.87028644068, -0.790966308475, #DIV/0!, 30
TV16_2160p30_2_1s, RV16_2160p30_, 3840x2160,  I420, 44.6069290172, 73.5625, 26.259785, 0.918093, 0.897952, 2585, 0.928079524178, 60.2130401896, 0,0, 1.2753900735, 4.06249709865, 7.66841490909, 0, 0,131.23868472, 53.037086089, 0.000225574468085 ,0.280471953578, 3.77354390716, -0.784531377176, #DIV/0!, 30
TV16_2160p30_3_9s, RV16_2160p30_, 3840x2160,  I420, 8.38639388959, 53.6875, 19.053789, 0.716633, 0.696253, 2760, 0.92726617029, 40.3677206087, 0,0, 18.1971980833, 8.01507318841, 4.33525461957, 0, 0,134.547101449, 53.3771697138, 0.000101257246377 ,0.267137681159, 3.7645807971, -0.812682195652, #DIV/0!, 30
TV17_2160p30_3_5s, RV17_2160p30_, 3840x2160,  I420, 4.29717004856, 76.625, 16.990707, 0.341912, 0.413618, 4500, 0.9646645, 52.3084474689, 0,0, 3.69106496, 6.452518, 9.70411643333, 0, 0,133.922444444, 51.0177563289, 0.000256795555556 ,0.471311111111, 2.78614133333, -0.819583964444, #DIV/0!, 30
TV17_2160p30_3_5s, RV17_2160p30_, 3840x2160,  I420, 19.7420662095, 76.625, 16.990707, 0.341912, 0.413618, 4500, 0.9646645, 52.3084474689, 0,0, 3.69106496, 6.452518, 9.70411643333, 0, 0,133.922444444, 51.0177563289, 0.000256795555556 ,0.471311111111, 2.78614133333, -0.819583964444, #DIV/0!, 30
TV17_2160p30_4_3s, RV17_2160p30_, 3840x2160,  I420, 4.31606872367, 74.1875, 20.335442, 0.455539, 0.513789, 4320, 0.954515324074, 53.0338588495, 0,0, 5.6565761088, 6.66836180556, 10.1865547546, 0, 0,133.516666667, 50.1652664028, 0.000295796296296 ,0.472043981481, 2.72495648148, -0.818351263889, #DIV/0!, 30
TV17_2160p30_4_3s, RV17_2160p30_, 3840x2160,  I420, 30.0077543735, 74.1875, 20.335442, 0.455539, 0.513789, 4320, 0.954515324074, 53.0338588495, 0,0, 5.6565761088, 6.66836180556, 10.1865547546, 0, 0,133.516666667, 50.1652664028, 0.000295796296296 ,0.472043981481, 2.72495648148, -0.818351263889, #DIV/0!, 30
TV18_2160p30_1_2s, RV18_2160p30_, 3840x2160,  I420, 51.8158670323, 86.9375, 29.909695, 0.815468, 0.812895, 1347, 0.895571566444, 52.7849838827, 0,0, 3.17020537491, 4.3783986637, 11.140551314, 0, 0,126.902004454, 61.9187648998, 0.000242182628062 ,0.119710467706, 1.89031477357, -0.800598426132, #DIV/0!, 30
TV18_2160p30_5_9s, RV18_2160p30_, 3840x2160,  I420, 7.67283559042, 53.4375, 15.859372, 0.535049, 0.562762, 1229, 0.92223174939, 47.9081332384, 0,0, 8.87702698942, 5.7964637917, 5.18376315704, 0, 0,130.857607811, 61.4720271847, 0.000166338486574 ,0, 2.04343368592, -0.823663449959, #DIV/0!, 30
fake1, ---, 1920x1080, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake2, ---, 3840x2160, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake3, ---, 640x480, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake4, ---, 704x576, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake5, ---, 352x288, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24   
