Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps
CROWDRUN_plr3_8297, CROWDRUN_, 704x576,  I420, 92.4548774, 2.29, 33.180138, 0.964033, 0.973493, 250, 0.90477776, 136.75398664, 0,0, 0.395, 3.327844, 36.69307612, 0, 0,114.068, 43.7111354, 0.00190996 ,4.87484, 3.428408, -0.83308424, #DIV/0!, 25
CROWDRUN_plr5_4374, CROWDRUN_, 704x576,  I420, 86.290048788, 1.71, 28.616167, 0.935654, 0.950750, 250, 0.88765884, 137.02670084, 0,0, 0.737, 3.301288, 36.82119752, 0, 0,114.48, 43.70286248, 0.00204408 ,4.81216, 3.438756, -0.82712112, #DIV/0!, 25
CROWDRUN, CROWDRUN_, 704x576,  I420, 99.9897120296, none, 60.000000, 1.000000, 1.000000, 250, 0.93834584, 135.72694012, 0,0, 0.195, 3.38284, 36.40373072, 0, 0,115.44, 43.6611158, 0.00174972 ,4.89792, 3.500288, -0.84559984, #DIV/0!, 25
DUCKSTAKEOFF_plr1_5462, DUCKSTAKEOFF_, 704x576,  I420, 99.4347215415, 2.84, 37.078104, 0.986625, 0.988236, 250, 0.82100412, 164.0633652, 0,0, 0.073, 4.821932, 29.87684272, 0, 0,118.112, 48.57620584, 0.01118132 ,20.93936, 5.355536, -0.84828416, #DIV/0!, 25
DUCKSTAKEOFF_plr0.1_5462, DUCKSTAKEOFF_, 704x576,  I420, 99.9683347515, 3.81, 52.784673, 0.996273, 0.996693, 250, 0.83128712, 163.8226664, 0,0, 0.024, 4.912884, 29.53845708, 0, 0,116.68, 48.60284708, 0.01098016 ,20.93348, 5.395356, -0.8552552, #DIV/0!, 25
DUCKSTAKEOFF_plr3_1825, DUCKSTAKEOFF_, 704x576,  I420, 94.7139726571, 1.87, 30.911699, 0.964920, 0.970092, 250, 0.80430928, 164.34727728, 0,0, 0.172, 4.654464, 30.5744972, 0, 0,117.684, 48.5681262, 0.01148816 ,20.991, 5.273472, -0.83881836, #DIV/0!, 25
DUCKSTAKEOFF_plr5_7393, DUCKSTAKEOFF_, 704x576,  I420, 76.6345939263, 1.28, 25.718794, 0.921551, 0.931761, 250, 0.7592282, 166.4916362, 0,0, 0.542, 4.119856, 32.11103776, 0, 0,119.5, 48.71182956, 0.01262596 ,20.93428, 5.193544, -0.83104732, #DIV/0!, 25
DUCKSTAKEOFF_plr0.1_8022, DUCKSTAKEOFF_, 704x576,  I420, 99.989712215, 4.23, 58.295934, 0.999586, 0.999730, 250, 0.83445552, 163.69524036, 0,0, 0.024, 4.97484, 29.45951704, 0, 0,116.896, 48.59813624, 0.01089772 ,21.07864, 5.390696, -0.85308416, #DIV/0!, 25
DUCKSTAKEOFF_plr5_3693, DUCKSTAKEOFF_, 704x576,  I420, 66.2880601648, 0.72, 23.599380, 0.897014, 0.901312, 250, 0.72905552, 167.11835984, 0,0, 1.572, 4.073188, 32.91355152, 0, 0,120.928, 48.8803688, 0.01327864 ,20.67692, 5.17028, -0.83419744, #DIV/0!, 25
DUCKSTAKEOFF_plr3_4374, DUCKSTAKEOFF_, 704x576,  I420, 82.4505429142, 1.4, 26.757019, 0.939132, 0.943993, 250, 0.77297008, 165.76156256, 0,0, 0.33, 4.320044, 31.48035452, 0, 0,117.648, 48.68945712, 0.01221564 ,21.14444, 5.249288, -0.84213152, #DIV/0!, 25
DUCKSTAKEOFF_plr10_8552, DUCKSTAKEOFF_, 704x576,  I420, 52.4828912852, 0.54, 21.103527, 0.829858, 0.843357, 250, 0.70028548, 169.18546972, 0,0, 1.311, 3.831192, 34.7252476, 0, 0,119.84, 48.65385392, 0.014411 ,20.50356, 4.641304, -0.8258632, #DIV/0!, 25
DUCKSTAKEOFF_plr10_4109, DUCKSTAKEOFF_, 704x576,  I420, 57.4020862595, 0.68, 21.684959, 0.849550, 0.863649, 250, 0.71469616, 168.1867114, 0,0, 0.874, 3.94028, 34.12673848, 0, 0,119.304, 48.88665408, 0.0135826 ,20.35124, 5.107716, -0.82415516, #DIV/0!, 25
DUCKSTAKEOFF_plr1_4003, DUCKSTAKEOFF_, 704x576,  I420, 97.7448645063, 2.12, 34.556835, 0.980065, 0.981585, 250, 0.81133844, 164.17370472, 0,0, 0.121, 4.776912, 30.11104292, 0, 0,116.9, 48.61580532, 0.01134144 ,20.73556, 5.367968, -0.84852896, #DIV/0!, 25
DUCKSTAKEOFF_plr0.4_7393, DUCKSTAKEOFF_, 704x576,  I420, 99.7972392195, 3.41, 42.401257, 0.991989, 0.993242, 250, 0.8267276, 163.91641556, 0,0, 0.055, 4.882572, 29.66638964, 0, 0,117.764, 48.58437428, 0.01105668 ,20.83924, 5.26042, -0.853292, #DIV/0!, 25
DUCKSTAKEOFF_plr0.4_2081, DUCKSTAKEOFF_, 704x576,  I420, 99.773967596, 3.58, 46.180647, 0.994722, 0.995407, 250, 0.82883956, 163.8675368, 0,0, 0.04, 4.927868, 29.6141708, 0, 0,116.884, 48.6243686, 0.0109822 ,21.12412, 5.348572, -0.85155776, #DIV/0!, 25
DUCKSTAKEOFF, DUCKSTAKEOFF_, 704x576,  I420, 99.989712215, none, 60.000000, 1.000000, 1.000000, 250, 0.8345662, 163.69579592, 0,0, 0.024, 4.977756, 29.44415168, 0, 0,116.896, 48.60153788, 0.01089392 ,21.04672, 5.385476, -0.85528676, #DIV/0!, 25
HARBOUR_plr5_7393, HARBOUR_, 704x576,  I420, 83.164476063, 2.09, 31.468062, 0.967179, 0.974805, 298, 0.911619228188, 134.18279906, 0,0, 0.313758389262, 3.41180201342, 14.3537646309, 0, 0,142.597315436, 40.7973482886, 0.00120026845638 ,11.8153020134, 1.67723825503, -0.825406275168, #DIV/0!, 30
HARBOUR_plr5_4109, HARBOUR_, 704x576,  I420, 76.7563600616, 1.87, 29.499488, 0.951787, 0.960836, 298, 0.902414932886, 133.187346007, 0,0, 0.696308724832, 3.41463087248, 14.5523198993, 0, 0,142.691275168, 40.4843901342, 0.00137033557047 ,11.6566442953, 1.70381879195, -0.825101610738, #DIV/0!, 30
HARBOUR, HARBOUR_, 704x576,  I420, 99.9913692731, none, 60.000000, 0.999998, 0.999999, , , , ,, , , , , ,, ,  ,, , , , 
HARBOUR_plr0.1_7393, HARBOUR_, 704x576,  I420, 99.1240238879, 3.67, 54.143980, 0.997835, 0.997884, 298, 0.945226208054, 134.558081544, 0,0, 0.0478187919463, 3.45566107383, 13.8178697987, 0, 0,142.496644295, 41.0264154698, 0.000948657718121 ,11.828590604, 1.75158053691, -0.834327550336, #DIV/0!, 30
HARBOUR_plr10_4109, HARBOUR_, 704x576,  I420, 67.8361173967, 1.57, 27.809222, 0.934117, 0.948789, 298, 0.878316879195, 133.436953758, 0,0, 1.34144295302, 3.37414765101, 14.9200107047, 0, 0,142.201342282, 40.529512047, 0.00161187919463 ,11.6295973154, 1.78654697987, -0.819085604027, #DIV/0!, 30
HARBOUR_plr3_8022, HARBOUR_, 704x576,  I420, 85.3503229942, 2.32, 32.574605, 0.972812, 0.978513, 298, 0.915926744966, 134.028766879, 0,0, 0.320469798658, 3.41793959732, 14.2174596644, 0, 0,143.520134228, 40.8099076846, 0.00114989932886 ,11.682114094, 1.73043288591, -0.828046577181, #DIV/0!, 30
HARBOUR_plr1_167, HARBOUR_, 704x576,  I420, 96.7600316212, 3.09, 38.796217, 0.992187, 0.993623, 298, 0.937858825503, 134.408266477, 0,0, 0.187080536913, 3.4457114094, 13.9321415436, 0, 0,142.489932886, 40.9830311074, 0.00099244966443 ,11.8012751678, 1.77847986577, -0.831952013423, #DIV/0!, 30
HARBOUR_plr1_5462, HARBOUR_, 704x576,  I420, 97.2468116086, 3.11, 41.519948, 0.992754, 0.993489, 298, 0.940167818792, 134.388273826, 0,0, 0.0947986577181, 3.45018456376, 13.8673238926, 0, 0,142.634228188, 40.9705547987, 0.000990570469799 ,11.733557047, 1.75027516779, -0.83179761745, #DIV/0!, 30
HARBOUR_plr0.4_8552, HARBOUR_, 704x576,  I420, 99.8462843841, 4.14, 49.652784, 0.998474, 0.998989, 298, 0.945522785235, 134.705609463, 0,0, 0.0419463087248, 3.45816442953, 13.8049615101, 0, 0,142.513422819, 41.058003557, 0.000940838926174 ,11.7246979866, 1.75595973154, -0.833581409396, #DIV/0!, 30
HARBOUR_plr0.4_7393, HARBOUR_, 704x576,  I420, 99.2595054457, 4.05, 46.602379, 0.997318, 0.997995, 298, 0.943994127517, 134.713413893, 0,0, 0.0872483221477, 3.45553020134, 13.8161308725, 0, 0,142.624161074, 41.0650353356, 0.000943590604027 ,11.817885906, 1.74637919463, -0.834042751678, #DIV/0!, 30
HARBOUR_plr0.1_8552, HARBOUR_, 704x576,  I420, 99.9888797068, 4.21, 53.405705, 0.999323, 0.999498, 298, 0.94666057047, 134.719085302, 0,0, 0.0394295302013, 3.45733221477, 13.7873413758, 0, 0,142.510067114, 41.0649828859, 0.000929697986577 ,11.8454026846, 1.7476442953, -0.834287818792, #DIV/0!, 30
HARBOUR_plr10_8022, HARBOUR_, 704x576,  I420, 58.3767042843, 1.1, 25.947215, 0.906810, 0.919539, 298, 0.853799630872, 132.510981946, 0,0, 2.15939597315, 3.34025838926, 15.3614859732, 0, 0,142.023489933, 39.9406478859, 0.00203953020134 ,10.9194966443, 1.79052684564, -0.818844966443, #DIV/0!, 30
HARBOUR_plr3_5462, HARBOUR_, 704x576,  I420, 89.138036678, 2.32, 34.280573, 0.978937, 0.983506, 298, 0.922993724832, 134.280171779, 0,0, 0.289429530201, 3.4360738255, 14.1843483893, 0, 0,142.540268456, 40.8947204027, 0.00108020134228 ,11.7039261745, 1.77466107383, -0.830238892617, #DIV/0!, 30
ICE_plr1_8022, ICE_, 704x576,  I420, 97.4240797887, 2.89, 42.101472, 0.994512, 0.995341, 238, 0.843158403361, 59.7953931933, 0,0.00167058823529, 1.50105042017, 4.33840756303, 19.7448902521, 0, 0,96.9579831933, 42.9368658403, 0.00157470588235 ,0.0599579831933, 9.32934453782, -0.789349159664, #DIV/0!, 30
ICE_plr10_8022, ICE_, 704x576,  I420, 61.7789233468, 0.68, 26.645242, 0.935323, 0.928033, 238, 0.632167394958, 63.4507952941, 0,0.00176609243697, 17.6113445378, 3.88634453782, 20.5294294958, 0, 0,102.084033613, 42.2204818908, 0.00259172268908 ,0.283235294118, 10.3955966387, -0.790087394958, #DIV/0!, 30
ICE_plr10_5462, ICE_, 704x576,  I420, 65.5452177316, 0.72, 27.920174, 0.941280, 0.934116, 238, 0.668588613445, 62.7413955042, 0,0.00182571428571, 15.8697478992, 3.98736134454, 20.4891917227, 0, 0,100.949579832, 42.7057690756, 0.00226453781513 ,0.154705882353, 12.1028445378, -0.789962983193, #DIV/0!, 30
ICE_plr0.1_8552, ICE_, 704x576,  I420, 99.9505740688, 3.98, 57.774565, 0.998948, 0.999014, 238, 0.864986764706, 59.6934307983, 0,0.00167058823529, 1.17016806723, 4.39461344538, 19.6982853361, 0, 0,96.8025210084, 42.9827027731, 0.0015181092437 ,0.0599579831933, 9.75393277311, -0.789169579832, #DIV/0!, 30
ICE_plr0.4_8022, ICE_, 704x576,  I420, 99.6570140616, 3.59, 50.394322, 0.997496, 0.997949, 238, 0.857879243697, 59.8004692437, 0,0.00167058823529, 1.30987394958, 4.36941596639, 19.7149010084, 0, 0,97.2899159664, 42.9600027311, 0.00154521008403 ,0.06, 9.71354621849, -0.789130840336, #DIV/0!, 30
ICE_plr5_5462, ICE_, 704x576,  I420, 83.3379077977, 1.53, 32.690262, 0.971516, 0.968951, 238, 0.74110012605, 61.5607821008, 0,0.00198084033613, 6.54306722689, 4.1513907563, 20.2664487395, 0, 0,98.5504201681, 42.8499403361, 0.00194323529412 ,0.06, 8.1827394958, -0.789667226891, #DIV/0!, 30
ICE_plr3_5462, ICE_, 704x576,  I420, 86.3318455436, 1.92, 33.700596, 0.979404, 0.978857, 238, 0.756651596639, 61.0323683613, 0,0.00167058823529, 5.03676470588, 4.1781512605, 20.0711152941, 0, 0,98.5, 42.8094930672, 0.00177092436975 ,0.0598739495798, 9.17208823529, -0.789352058824, #DIV/0!, 30
ICE_plr1_167, ICE_, 704x576,  I420, 94.7366751973, 2.36, 39.805472, 0.991231, 0.991427, 238, 0.820954957983, 59.8418118067, 0,0.00167058823529, 2.57457983193, 4.33674369748, 19.8165192437, 0, 0,97.8445378151, 42.8643158403, 0.0016375210084 ,0.0465546218487, 10.7505756303, -0.789335420168, #DIV/0!, 30
ICE_plr0.4_2081, ICE_, 704x576,  I420, 99.5225774963, 3.65, 54.132581, 0.998428, 0.998751, 238, 0.861655756303, 59.6890080672, 0,0.00167058823529, 1.29516806723, 4.39076470588, 19.7297003361, 0, 0,96.8739495798, 42.9776037815, 0.00152521008403 ,0.06, 9.71168067227, -0.789233109244, #DIV/0!, 30
ICE, ICE_, 704x576,  I420, 99.9891919339, none, 60.000000, 0.999555, 0.999807, , , , ,, , , , , ,, ,  ,, , , , 
ICE_plr3_2081, ICE_, 704x576,  I420, 92.3618904885, 2.49, 36.198246, 0.986705, 0.987550, 238, 0.792113193277, 60.4583736134, 0,0.00161092436975, 3.15651260504, 4.27961764706, 19.9595348739, 0, 0,98.1890756303, 42.9248864286, 0.00169592436975 ,0.0597478991597, 9.87052521008, -0.789023235294, #DIV/0!, 30
ICE_plr5_8022, ICE_, 704x576,  I420, 77.456899837, 1.15, 30.543836, 0.963213, 0.961178, 238, 0.716362689076, 60.9670707143, 0,0.00167058823529, 9.64705882353, 4.10921428571, 20.1020912605, 0, 0,99.6890756303, 42.3726865126, 0.00207672268908 ,0.270084033613, 10.8105462185, -0.789573151261, #DIV/0!, 30
ICE_plr0.1_4109, ICE_, 704x576,  I420, 99.9087801824, 4.46, 56.713515, 0.999169, 0.999516, 238, 0.86853302521, 59.6167747899, 0,0.00161092436975, 1.09978991597, 4.39768487395, 19.7000329412, 0, 0,96.8529411765, 42.9770780252, 0.00151445378151 ,0.0505462184874, 9.70991596639, -0.789211092437, #DIV/0!, 30
PARKJOY_plr0.4_8022, PARKJOY_, 704x576,  I420, 99.9558590591, 3.2, 46.782496, 0.995843, 0.997298, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr1_8022, PARKJOY_, 704x576,  I420, 99.4851838092, 2.4, 38.682667, 0.988024, 0.989074, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr0.4_6859, PARKJOY_, 704x576,  I420, 99.964724337, 3.11, 47.658980, 0.993384, 0.994572, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr0.1_4109, PARKJOY_, 704x576,  I420, 99.9897106736, 3.87, 55.888878, 0.998953, 0.999276, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr3_5462, PARKJOY_, 704x576,  I420, 93.1487310064, 1.55, 29.456407, 0.953916, 0.957906, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY, PARKJOY_, 704x576,  I420, 99.9897106736, none, 60.000000, 1.000000, 1.000000, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr0.1_4374, PARKJOY_, 704x576,  I420, 99.9897106736, 3.57, 54.769218, 0.998248, 0.998200, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr1_4003, PARKJOY_, 704x576,  I420, 98.4754889446, 2.18, 36.787071, 0.977139, 0.978484, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr3_4109, PARKJOY_, 704x576,  I420, 95.8129795701, 1.86, 31.714782, 0.958788, 0.962363, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr10_4109, PARKJOY_, 704x576,  I420, 70.2244931785, 0.9, 23.442848, 0.873316, 0.887708, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr10_167, PARKJOY_, 704x576,  I420, 61.9601450771, 0.45, 22.086016, 0.838124, 0.851845, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr5_7393, PARKJOY_, 704x576,  I420, 89.0112440327, 1.46, 28.108438, 0.937132, 0.942609, , , , ,, , , , , ,, ,  ,, , , , 
PARKJOY_plr5_4003, PARKJOY_, 704x576,  I420, 84.9374621644, 1.33, 26.484528, 0.912515, 0.921046, , , , ,, , , , , ,, ,  ,, , , , 
SOCCER_plr1_4109, SOCCER_, 704x576,  I420, 98.9639598773, 2.55, 41.222410, 0.987598, 0.986843, 298, 0.903592885906, 65.5444116107, 0,0, 3.18791946309, 6.60190939597, 27.6334375503, 0, 0,127.110738255, 40.8561860067, 0.0100849328859 ,1.97412751678, 5.98996979866, -0.833442248322, #DIV/0!, 30
SOCCER_plr5_7393, SOCCER_, 704x576,  I420, 83.7177396727, 1.49, 31.251137, 0.944135, 0.942300, 298, 0.829064395973, 66.9265653691, 0,0, 10.4362416107, 6.08138590604, 27.9898327852, 0, 0,123.731543624, 40.9456138926, 0.0105881543624 ,2.13010067114, 6.4891409396, -0.822896073826, #DIV/0!, 30
SOCCER_plr10_6859, SOCCER_, 704x576,  I420, 64.9306793187, 0.75, 25.801974, 0.882545, 0.872897, 298, 0.738908791946, 70.8637603356, 0,0, 25.7046979866, 5.3077852349, 28.7605812416, 0, 0,123.748322148, 40.8419740604, 0.0117331879195 ,2.41466442953, 7.37025167785, -0.816988255034, #DIV/0!, 30
SOCCER, SOCCER_, 704x576,  I420, 99.9913681048, none, 60.000000, 0.999999, 1.000000, 298, 0.934159127517, 64.4781668121, 0,0, 1.0494966443, 6.85725838926, 27.5127389597, 0, 0,126.899328859, 40.8812310738, 0.00987110738255 ,1.96456375839, 5.76591610738, -0.840515771812, #DIV/0!, 30
SOCCER_plr0.1_4374, SOCCER_, 704x576,  I420, 99.402274059, 3.99, 55.662267, 0.997933, 0.998060, 298, 0.929919798658, 64.5807522148, 0,0, 1.18875838926, 6.84869798658, 27.5350732215, 0, 0,126.748322148, 40.8828779195, 0.00986973154362 ,1.98046979866, 5.77729865772, -0.840173590604, #DIV/0!, 30
SOCCER_plr0.4_4374, SOCCER_, 704x576,  I420, 99.7695059649, 3.35, 49.982186, 0.994203, 0.993264, 298, 0.92325885906, 64.7216306376, 0,0, 2.01006711409, 6.78945302013, 27.5471151342, 0, 0,126.734899329, 40.8798352349, 0.00996234899329 ,1.95389261745, 5.78855033557, -0.837155604027, #DIV/0!, 30
SOCCER_plr10_2081, SOCCER_, 704x576,  I420, 64.9967791003, 0.64, 26.341626, 0.884378, 0.877582, 298, 0.749402583893, 69.3474482215, 0,0, 21.3372483221, 5.39609731544, 28.4711981879, 0, 0,123.781879195, 40.7249008054, 0.0111237583893 ,1.8677852349, 6.66227516779, -0.815815973154, #DIV/0!, 30
SOCCER_plr3_2081, SOCCER_, 704x576,  I420, 88.7892956481, 1.78, 32.362991, 0.956723, 0.953667, 298, 0.845036711409, 67.822775906, 0,0, 9.04530201342, 6.34932550336, 28.2154133557, 0, 0,126.691275168, 40.6447704698, 0.0105751342282 ,2.3138590604, 6.07213758389, -0.828521174497, #DIV/0!, 30
SOCCER_plr5_4109, SOCCER_, 704x576,  I420, 79.2132470335, 1.15, 28.534645, 0.925549, 0.921266, 298, 0.806714362416, 68.3233497651, 0,0, 13.4429530201, 5.79005704698, 28.315595906, 0, 0,125.600671141, 40.6729696309, 0.0110901006711 ,2.32003355705, 6.20246308725, -0.822491979866, #DIV/0!, 30
SOCCER_plr0.1_7393, SOCCER_, 704x576,  I420, 99.7207160407, 4.03, 57.726822, 0.998889, 0.998785, 298, 0.931866409396, 64.4669208389, 0,0, 1.27936241611, 6.83595637584, 27.5155720805, 0, 0,126.89261745, 40.8710072148, 0.00987476510067 ,1.96731543624, 5.77255033557, -0.840069765101, #DIV/0!, 30
SOCCER_plr1_5462, SOCCER_, 704x576,  I420, 98.9560659671, 3.02, 45.973636, 0.990090, 0.990751, 298, 0.917539899329, 64.7633529866, 0,0, 1.97063758389, 6.66325838926, 27.5105641946, 0, 0,126.795302013, 40.8152023826, 0.00991825503356 ,1.85493288591, 5.7710738255, -0.835965604027, #DIV/0!, 30
SOCCER_plr3_4003, SOCCER_, 704x576,  I420, 92.5969446616, 2.04, 34.203477, 0.965474, 0.963101, 298, 0.858259026846, 66.5964181208, 0,0, 7.88087248322, 6.39001006711, 27.9233889262, 0, 0,125.88590604, 40.7496558389, 0.010375 ,2.03187919463, 6.36975503356, -0.825580604027, #DIV/0!, 30
SOCCER_plr0.4_167, SOCCER_, 704x576,  I420, 99.7368415401, 3.61, 53.927484, 0.997333, 0.997257, 298, 0.927986979866, 64.6214869128, 0,0, 1.63758389262, 6.8431442953, 27.5454795973, 0, 0,126.895973154, 40.8688941946, 0.00991406040268 ,1.96197986577, 5.78282885906, -0.838411812081, #DIV/0!, 30
fake1, ---, 1920x1080, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake2, ---, 3840x2160, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake3, ---, 640x480, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake4, ---, 704x576, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24
fake5, ---, 352x288, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 24   
