Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps,two_res,one_res,duration
hall, hall_, 352x288,  I420,98.20597575,4.747231875,60,0.999809,0.999982,298,0.999665604,128.3470026,0,0,0.070469799,2.718372483,4.478350604,0,0,147.614094,48.03106185,0.001834094,0.322281879,4.172244966,-0.780817013, #DIV/0!,30,1,0,9.933333333
hall_plr0.4_522, hall_, 352x288,  I420,96.1965606,3.337633125,50.791948,0.997654,0.99707,298,0.992033423,128.096292,0,0,0.093959732,2.719278523,4.584397919,0,0,147.6174497,47.97216211,0.001848926,0.322013423,4.15716443,-0.780790201, #DIV/0!,30,1,0,9.933333333
hall_plr0.4_7393, hall_, 352x288,  I420,95.84220153,3.52922625,48.041245,0.997481,0.998761,298,0.980910268,127.8125701,0,0,0.10738255,2.713395973,4.689633792,0,0,147.614094,47.95160185,0.001834094,0.322114094,4.170248322,-0.780915235, #DIV/0!,30,1,0,9.933333333
hall_plr3_1825, hall_, 352x288,  I420,67.96685695,0.9898365,30.775209,0.956589,0.95592,298,0.80215604,124.0455669,0,0,5.714765101,2.692087248,6.582817785,0,0,147.3993289,47.05124128,0.002357517,0.318187919,4.478889262,-0.780790336, #DIV/0!,30,1,0,9.933333333
hall_plr1_8552, hall_, 352x288,  I420,90.61063163,2.57315625,41.668382,0.991773,0.991353,298,0.960913221,127.4412244,0,0,0.258389262,2.70835906,4.909673859,0,0,147.7348993,47.99470903,0.001944228,0.323422819,3.964184564,-0.781022349, #DIV/0!,30,1,0,9.933333333
hall_plr5_3652, hall_, 352x288,  I420,74.80378016,1.195288625,31.270551,0.966026,0.964758,298,0.856084933,125.1897408,0,0,2.218120805,2.718889262,6.254289832,0,0,147.5469799,47.96817057,0.002220839,0.334765101,4.231114094,-0.781281141, #DIV/0!,30,1,0,9.933333333
hall_plr0.1_2081, hall_, 352x288,  I420,97.80973268,4.196120625,57.821748,0.999096,0.99926,298,0.997449732,128.3669198,0,0,0.090604027,2.717110738,4.50394151,0,0,147.5738255,48.03122802,0.001840436,0.322684564,4.180345638,-0.78093302, #DIV/0!,30,1,0,9.933333333
hall_plr10_8420, hall_, 352x288,  I420,60.94121553,1.1371695,27.385396,0.944282,0.944138,298,0.788007718,125.8891587,0,0,12.88926175,2.661583893,7.405962081,0,0,147.3758389,46.7025202,0.00242651,0.324362416,4.809946309,-0.780263758, #DIV/0!,30,1,0,9.933333333
hall_plr5_8253, hall_, 352x288,  I420,73.77726435,1.653032125,32.581423,0.968066,0.96651,298,0.896586007,126.0606119,0,0,0.879194631,2.682053691,5.775687013,0,0,147.6879195,47.50888879,0.002468356,0.326610738,4.020755034,-0.780513591, #DIV/0!,30,1,0,9.933333333
hall_plr1_89, hall_, 352x288,  I420,87.33053635,2.89023875,35.877723,0.983308,0.987563,298,0.939868993,127.1217887,0,0,0.33557047,2.713221477,5.114812282,0,0,147.6812081,48.13478735,0.002304732,0.330033557,4.28640604,-0.781013423, #DIV/0!,30,1,0,9.933333333
hall_plr10_3693, hall_, 352x288,  I420,55.86123156,1.08053645,26.174675,0.933633,0.928163,298,0.746928691,124.6672217,0,0,3.697986577,2.70295302,7.835912282,0,0,147.6543624,47.53525426,0.002396007,0.325637584,4.927110738,-0.780879564, #DIV/0!,30,1,0,9.933333333
hall_plr3_3176, hall_, 352x288,  I420,62.11450721,1.5581375,28.770728,0.950098,0.946638,298,0.743548591,123.1457721,0,0,9.05033557,2.63897651,7.292761376,0,0,147,45.99906758,0.001982483,0.326275168,4.380392617,-0.780736711, #DIV/0!,30,1,0,9.933333333
hall_plr0.1_6644, hall_, 352x288,  I420,97.96380569,4.669135625,56.258252,0.999531,0.999905,298,1.000275738,128.3381505,0,0,0.067114094,2.721053691,4.484762919,0,0,147.5872483,48.02828634,0.001844597,0.322348993,4.197775168,-0.780790268, #DIV/0!,30,1,0,9.933333333
mobile_plr1_8022, mobile_, 352x288,  I420,97.33926626,3.0140025,40.603132,0.986654,0.993036,298,0.955305638,208.3145899,0,0,0.087248322,2.418355705,22.17409795,0,0,117.2181208,61.55292235,0.003849631,2.151208054,6.650184564,-0.819398792, #DIV/0!,30,1,0,9.933333333
mobile_plr0.1_8253, mobile_, 352x288,  I420,99.913632,4.49177375,47.847289,0.997327,0.999116,298,0.957326309,208.8334386,0,0,0.080536913,2.417157718,21.99344822,0,0,117.1409396,61.63218487,0.003769933,1.843187919,6.639573826,-0.820978456, #DIV/0!,30,1,0,9.933333333
mobile_plr1_5462, mobile_, 352x288,  I420,97.96428654,3.277866875,39.921331,0.988664,0.994351,298,0.953754128,208.3964383,0,0,0.087248322,2.414241611,22.18189869,0,0,117.1308725,61.58022094,0.003781208,1.56533557,6.44092953,-0.819175671, #DIV/0!,30,1,0,9.933333333
mobile, mobile_, 352x288,  I420,99.99136929,4.8155525,60,0.999963,0.999996,298,0.957642919,208.9569453,0,0,0.077181208,2.417734899,21.9620696,0,0,117.1375839,61.63912389,0.003769329,1.880536913,6.619885906,-0.821701376, #DIV/0!,30,1,0,9.933333333
mobile_plr3_5539, mobile_, 352x288,  I420,85.05529176,1.328018625,28.971487,0.948667,0.96757,298,0.942175436,205.705897,0,0,0.097315436,2.418127517,22.54044443,0,0,117.1778523,61.17205698,0.003721107,1.900167785,6.535087248,-0.815230872, #DIV/0!,30,1,0,9.933333333
mobile_plr0.4_2081, mobile_, 352x288,  I420,99.27494442,3.8913,46.56593,0.993404,0.997279,298,0.956857248,208.8257279,0,0,0.070469799,2.41759396,22.03076909,0,0,117.1308725,61.63548262,0.003785168,1.89442953,6.586265101,-0.819871812, #DIV/0!,30,1,0,9.933333333
mobile_plr10_167, mobile_, 352x288,  I420,56.44392708,0.96267055,23.204358,0.833584,0.896277,298,0.915071577,200.4177014,0,0,0.157718121,2.418040268,24.14561279,0,0,117.4060403,60.10771406,0.004468624,2.241577181,5.929875839,-0.808921141, #DIV/0!,30,1,0,9.933333333
mobile_plr0.1_8022, mobile_, 352x288,  I420,99.88400485,4.468603125,51.248519,0.998487,0.999409,298,0.957411745,208.9070975,0,0,0.077181208,2.417765101,21.98143426,0,0,117.1308725,61.63675732,0.003767215,1.856308725,6.607275168,-0.821415772, #DIV/0!,30,1,0,9.933333333
mobile_plr3_7128, mobile_, 352x288,  I420,83.94682579,1.1547945,29.143143,0.940838,0.958536,298,0.944335872,205.0681966,0,0,0.120805369,2.428533557,22.57194963,0,0,116.7483221,61.22658597,0.003844732,1.735469799,6.696533557,-0.816525, #DIV/0!,30,1,0,9.933333333
mobile_plr0.4_8043, mobile_, 352x288,  I420,98.93373316,3.912851875,52.037737,0.994403,0.997491,298,0.956259396,208.9536093,0,0,0.077181208,2.416802013,22.06265446,0,0,117.1275168,61.62801993,0.003794228,1.872751678,6.626127517,-0.820889195, #DIV/0!,30,1,0,9.933333333
mobile_plr10_2081, mobile_, 352x288,  I420,56.98954635,1.271713625,22.438587,0.835471,0.894199,298,0.918307685,200.5864591,0,0,0.258389262,2.43195302,24.21471742,0,0,116.6375839,60.2925198,0.004377081,2.830738255,6.504667785,-0.805824329, #DIV/0!,30,1,0,9.933333333
mobile_plr5_7393, mobile_, 352x288,  I420,73.8967014,1.715799375,26.772223,0.905123,0.944765,298,0.938182919,204.5043083,0,0,0.261744966,2.419630872,23.07667262,0,0,117.0536913,60.87026376,0.004121711,2.38942953,6.01102349,-0.812276846, #DIV/0!,30,1,0,9.933333333
mobile_plr5_1251, mobile_, 352x288,  I420,74.98479709,1.771382625,26.739276,0.910187,0.95222,298,0.935456711,205.1449697,0,0,0.177852349,2.418657718,23.27149641,0,0,117.0604027,61.03779631,0.004039228,3.42442953,6.50897651,-0.810804228, #DIV/0!,30,1,0,9.933333333
mother_plr0.1_3176, mother_, 352x288,  I420,97.6473433,3.5002375,57.480066,0.99886,0.999325,298,0.886406342,57.69404154,0,0.053084161,0.003355705,3.609265101,3.017735872,0,0,107.5167785,35.69562503,0.00062698,0.308959732,3.079701342,-0.784163826, #DIV/0!,30,1,0,9.933333333
mother_plr1_2081, mother_, 352x288,  I420,93.93302142,2.417515625,49.747069,0.993706,0.991948,298,0.879145973,57.48859678,0,0.053732215,0,3.591036913,3.175574195,0,0,107.3221477,35.70804332,0.00065906,0.308691275,3.227083893,-0.783753289, #DIV/0!,30,1,0,9.933333333
mother_plr3_8253, mother_, 352x288,  I420,92.66770381,1.53363125,45.159853,0.991862,0.995389,298,0.873520839,57.4037547,0,0.053732215,0,3.592986577,3.149605034,0,0,107.1677852,35.67985523,0.000638557,0.307919463,2.938244966,-0.783539128, #DIV/0!,30,1,0,9.933333333
mother_plr5_8420, mother_, 352x288,  I420,83.05416088,2.251950625,39.090559,0.978847,0.983318,298,0.845925772,57.09843577,0,0.054151544,0.271812081,3.562385906,3.407500235,0,0,106.8791946,35.41776423,0.000735671,0.306040268,3.430379195,-0.782976879, #DIV/0!,30,1,0,9.933333333
mother_plr1_522, mother_, 352x288,  I420,93.38223727,2.99607375,48.820559,0.992795,0.994117,298,0.876306644,58.1555194,0,0.053084161,0.151006711,3.553986577,3.292623893,0,0,107.1912752,35.44888527,0.000760805,0.307986577,2.929600671,-0.783958591, #DIV/0!,30,1,0,9.933333333
mother_plr0.1_522, mother_, 352x288,  I420,97.33826877,3.384776875,56.111866,0.998253,0.997531,298,0.884037383,57.70297893,0,0.053084161,0.003355705,3.608392617,3.022342248,0,0,107.4731544,35.68583235,0.000634933,0.308255034,3.175758389,-0.784217383, #DIV/0!,30,1,0,9.933333333
mother, mother_, 352x288,  I420,98.34038607,4.540816875,60,0.999726,0.999956,298,0.886765268,57.72062134,0,0.053084161,0,3.610285235,3.00772745,0,0,107.5872483,35.69813842,0.00062698,0.308892617,2.924325503,-0.784217383, #DIV/0!,30,1,0,9.933333333
mother_plr10_1587, mother_, 352x288,  I420,72.44761044,1.02749245,35.291888,0.958955,0.958404,298,0.816593087,56.75187413,0,0.053732215,0.416107383,3.500151007,3.780453691,0,0,106.4328859,35.32769876,0.001127383,0.303221477,3.509946309,-0.781468624, #DIV/0!,30,1,0,9.933333333
mother_plr0.4_5435, mother_, 352x288,  I420,95.06857089,2.554847375,49.935906,0.994736,0.993639,298,0.881483591,57.70147067,0,0.053084161,0.020134228,3.594751678,3.120435034,0,0,107.3791946,35.6937899,0.000680067,0.308590604,3.22057047,-0.784145973, #DIV/0!,30,1,0,9.933333333
mother_plr0.4_1587, mother_, 352x288,  I420,96.14329944,3.08007625,52.838547,0.996628,0.996951,298,0.882172114,57.66474631,0,0.053084161,0.003355705,3.609805369,3.056820369,0,0,107.4228188,35.70758362,0.000645805,0.309295302,2.810748322,-0.78378906, #DIV/0!,30,1,0,9.933333333
mother_plr3_167, mother_, 352x288,  I420,89.62466174,1.47040825,43.89331,0.986916,0.990349,298,0.865258624,57.86065789,0,0.053084161,0.187919463,3.543557047,3.454304329,0,0,107.0939597,35.53403936,0.000770134,0.306577181,2.971016779,-0.783548154, #DIV/0!,30,1,0,9.933333333
mother_plr5_5452, mother_, 352x288,  I420,75.863274,1.882532125,36.623678,0.969717,0.965773,298,0.859336711,55.69981023,0,0.053084161,0.352348993,3.51245302,3.75204255,0,0,106.7214765,35.37076711,0.000685201,0.305402685,3.504771812,-0.783896074, #DIV/0!,30,1,0,9.933333333
mother_plr10_8420, mother_, 352x288,  I420,63.55643575,1.512140875,31.651295,0.945933,0.944984,298,0.794081812,56.39974413,0,0.055562013,1.218120805,3.447104027,4.287338523,0,0,105.238255,34.59423846,0.001316107,0.300637584,3.517355705,-0.78178104, #DIV/0!,30,1,0,9.933333333
news_plr0.1_2081, news_, 352x288,  I420,98.41519337,4.79350375,57.766642,0.999727,0.999932,298,0.965448255,134.4215681,0,0,1.130872483,2.861755034,6.653866779,0,0,124.4026846,51.47386893,0.001111342,0.323959732,83.88819128,-0.779103456, #DIV/0!,30,1,0,9.933333333
news_plr10_8297, news_, 352x288,  I420,66.30494744,1.304268875,28.091168,0.942402,0.950781,298,0.824005134,128.2503621,0,0,4.11409396,2.843446309,8.409776812,0,0,124.2248322,50.61533765,0.001624161,0.318959732,90.98053691,-0.779451611, #DIV/0!,30,1,0,9.933333333
news_plr1_8022, news_, 352x288,  I420,94.35400099,3.177613125,46.465332,0.994837,0.994953,298,0.955348658,134.0342704,0,0,1.251677852,2.863825503,6.893902785,0,0,124.2416107,51.30294168,0.001217248,0.323993289,83.8791745,-0.77891604, #DIV/0!,30,1,0,9.933333333
news_plr10_1790, news_, 352x288,  I420,64.52953495,1.1406042,28.27898,0.936661,0.932637,298,0.845013154,128.7340177,0,0,6.77852349,2.848033557,8.445746611,0,0,123.8926175,50.08140436,0.001403859,0.319731544,75.20572483,-0.777282953, #DIV/0!,30,1,0,9.933333333
news_plr3_8022, news_, 352x288,  I420,85.67103599,1.36148075,35.961526,0.977138,0.974895,298,0.911681107,133.7454683,0,0,1.912751678,2.849114094,7.360127953,0,0,124.352349,50.96872883,0.001348691,0.320771812,78.36197987,-0.778639396, #DIV/0!,30,1,0,9.933333333
news_plr5_8022, news_, 352x288,  I420,77.67145323,1.766555,32.549479,0.966509,0.96345,298,0.891326644,131.6548425,0,0,3.281879195,2.852563758,7.845957047,0,0,123.9530201,50.2255549,0.001626544,0.320838926,80.48755034,-0.778130738, #DIV/0!,30,1,0,9.933333333
news, news_, 352x288,  I420,98.53308522,4.81659625,60,0.999979,0.999998,298,0.966092181,134.4243954,0,0,1.130872483,2.860959732,6.651382651,0,0,124.3892617,51.47602376,0.001132383,0.323892617,83.88819128,-0.779103423, #DIV/0!,30,1,0,9.933333333
news_plr0.1_8022, news_, 352x288,  I420,98.45493622,4.762814375,59.15543,0.999814,0.999884,298,0.965917517,134.4224418,0,0,1.130872483,2.861345638,6.649794698,0,0,124.3892617,51.47528658,0.001130805,0.32385906,83.92066779,-0.779094497, #DIV/0!,30,1,0,9.933333333
news_plr0.4_8297, news_, 352x288,  I420,97.55417937,4.0475275,54.070412,0.9975,0.998405,298,0.963013658,134.4869301,0,0,1.177852349,2.860624161,6.725646342,0,0,124.385906,51.48162836,0.001124966,0.324026846,83.88777517,-0.779112349, #DIV/0!,30,1,0,9.933333333
news_plr0.4_8253, news_, 352x288,  I420,97.51375568,3.7582075,55.878851,0.998179,0.9979,298,0.959441342,134.4230112,0,0,1.147651007,2.860251678,6.744373255,0,0,124.409396,51.45960292,0.00113396,0.323691275,84.33940604,-0.779237315, #DIV/0!,30,1,0,9.933333333
news_plr5_1587, news_, 352x288,  I420,78.74477853,1.6692275,32.486981,0.965384,0.96007,298,0.882576644,131.361824,0,0,3.305369128,2.872936242,7.864298121,0,0,123.3791946,50.81077154,0.001377315,0.321409396,75.46041611,-0.778416309, #DIV/0!,30,1,0,9.933333333
news_plr1_8297, news_, 352x288,  I420,95.00130775,3.0037575,47.094278,0.994237,0.994029,298,0.952257215,134.3702101,0,0,1.33557047,2.859916107,6.887659899,0,0,124.2919463,51.39991228,0.001145168,0.323691275,84.0243255,-0.77934443, #DIV/0!,30,1,0,9.933333333
news_plr3_2081, news_, 352x288,  I420,83.9721014,1.37862075,36.478927,0.975087,0.97788,298,0.917804362,132.0451529,0,0,2.580536913,2.854590604,7.487156107,0,0,124.0503356,51.13691869,0.001332617,0.321711409,65.53770805,-0.778907114, #DIV/0!,30,1,0,9.933333333
paris_plr3_7393, paris_, 352x288,  I420,79.17485932,0.960776,29.157726,0.956253,0.961257,298,0.936844765,173.9027061,0,0,3.110738255,1.850114094,9.386017013,0,0,137.6744966,53.45418614,0.009214329,0.469630872,6.587171141,-0.78208443, #DIV/0!,30,1,0,9.933333333
paris_plr0.4_2081, paris_, 352x288,  I420,98.25090718,4.053715625,48.478866,0.997996,0.998952,298,0.971568456,178.0748003,0,0,0.083892617,1.846681208,8.412315268,0,0,137.704698,53.83128859,0.009928658,0.474530201,6.500731544,-0.781834564, #DIV/0!,30,1,0,9.933333333
paris_plr0.1_3176, paris_, 352x288,  I420,97.85201692,3.434136875,54.671833,0.997858,0.998564,298,0.974573423,178.056014,0,0,0.083892617,1.847651007,8.41422198,0,0,137.6812081,53.79318349,0.009916107,0.476107383,6.43461745,-0.781879195, #DIV/0!,30,1,0,9.933333333
paris_plr0.1_1825, paris_, 352x288,  I420,98.84305085,4.28787125,56.998457,0.999362,0.999619,298,0.974280705,178.1489571,0,0,0.083892617,1.84790604,8.396854832,0,0,137.6979866,53.81559617,0.009954832,0.472281879,6.437244966,-0.78200406, #DIV/0!,30,1,0,9.933333333
paris_plr0.4_3176, paris_, 352x288,  I420,97.79181225,4.11035625,51.550077,0.997294,0.998817,298,0.970962517,178.078996,0,0,0.083892617,1.849080537,8.443543322,0,0,137.6946309,53.7993501,0.009982785,0.475067114,6.324016779,-0.78195953, #DIV/0!,30,1,0,9.933333333
paris_plr5_3652, paris_, 352x288,  I420,73.61876442,1.461039625,27.950512,0.942767,0.957967,298,0.91687094,173.5305464,0,0,0.714765101,1.862369128,9.724389094,0,0,137.5033557,52.82522926,0.009579597,0.492013423,6.147526846,-0.781772114, #DIV/0!,30,1,0,9.933333333
paris_plr10_3652, paris_, 352x288,  I420,59.26376641,0.83556225,23.663915,0.896987,0.916683,298,0.876631611,170.6069773,0,0,3.416107383,1.856788591,10.65057443,0,0,137.033557,52.64697695,0.00928849,0.47385906,6.114124161,-0.783057248, #DIV/0!,30,1,0,9.933333333
paris_plr1_3176, paris_, 352x288,  I420,94.99171272,3.02020375,36.074724,0.992426,0.996088,298,0.964768557,177.8806931,0,0,0.05033557,1.849372483,8.622328154,0,0,137.6778523,53.94174097,0.009913423,0.475067114,6.449540268,-0.781700638, #DIV/0!,30,1,0,9.933333333
paris, paris_, 352x288,  I420,99.08228343,4.7902475,60,0.99999,1,298,0.974375034,178.1752003,0,0,0.083892617,1.848157718,8.390408523,0,0,137.704698,53.81945336,0.009937785,0.474765101,6.43461745,-0.781923792, #DIV/0!,30,1,0,9.933333333
paris_plr3_522, paris_, 352x288,  I420,80.46458708,0.9923422,30.997866,0.956382,0.951605,298,0.935871946,175.1770065,0,0,2.070469799,1.851221477,9.397995671,0,0,137.3020134,53.33438295,0.010219732,0.471241611,6.219533557,-0.782048792, #DIV/0!,30,1,0,9.933333333
paris_plr5_8253, paris_, 352x288,  I420,73.14809923,1.398097125,28.61282,0.937283,0.938747,298,0.910082517,175.0167889,0,0,3.610738255,1.844392617,9.639590436,0,0,136.8154362,53.24821245,0.010279161,0.521778523,6.369238255,-0.781004664, #DIV/0!,30,1,0,9.933333333
paris_plr1_8043, paris_, 352x288,  I420,96.71028149,3.296200875,42.775793,0.993031,0.995494,298,0.970169664,177.9333716,0,0,0.063758389,1.855375839,8.544762248,0,0,137.2516779,53.8164354,0.009995537,0.475201342,6.505731544,-0.781825638, #DIV/0!,30,1,0,9.933333333
paris_plr10_5462, paris_, 352x288,  I420,54.83498033,0.85532305,24.105136,0.892759,0.898284,298,0.870245872,169.8825044,0,0,2.959731544,1.865130872,10.44273997,0,0,136.4899329,51.84956399,0.009068087,0.474395973,6.051120805,-0.782619832, #DIV/0!,30,1,0,9.933333333
fake1, ---, 1920x1080,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake2, ---, 3840x2160,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake3, ---, 640x480,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake4, ---, 704x576,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake5, ---, 352x288,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
