Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps,two_res,one_res,duration
TV06_1080p60_5_7s, RV06_1080p60_, 1920x1080,  I420,8.109140199,45.9375,13.208871,0.381552,0.404816,5639,0.957456879,68.59994519,0,0,2.454659626,4.276149317,10.70931718,0,0,128.3825146,46.13921397,0.001710119,1.164580599,5.512105693,-0.813400055, #DIV/0!,60,1,0,93.98333333
TV06_1080p60_1_3s, RV06_1080p60_, 1920x1080,  I420,14.32362848,76.25,16.379704,0.544575,0.546716,2666,0.963878848,72.688353,0,0,1.893245795,3.754076894,12.98833586,0,0,126.8484621,47.32060663,0.00235437,1.27184171,7.154552138,-0.80024668, #DIV/0!,60,1,0,44.43333333
TV07_1080p30_4_5s, RV07_1080p30_, 1920x1080,  I420,1.240749867,72.125,12.407898,0.455072,0.504326,4402,0.841300543,24.16330739,0,2.89E-05,2.73899032,7.603413903,57.74486201,0,0,119.3516583,32.08791309,0.000467154,0.379475239,16.51714244,-0.857669948, #DIV/0!,30,1,0,146.7333333
TV07_1080p30_0.5_9s, RV07_1080p30_, 1920x1080,  I420,61.34830857,79.9375,32.498049,0.813398,0.81494,3870,0.889294284,31.07461419,0,0.000111664,4.056275548,7.603864858,10.2228131,0,0,122.6111111,43.08109927,0.000100003,0.380439276,19.38419276,-0.813012292, #DIV/0!,30,1,0,129
TV08_1080p24_3_7s, RV08_1080p24_, 1920x1080,  I420,18.21927278,70.25,15.223346,0.427421,0.472821, , , , ,, , , , , ,, ,  ,, , , , ,1,0,0
RV08_1080p24, RV08_1080p24_, 1920x1080,  I420,99.291131,97.4375,60,0.999731,0.999757,2880,0.996053382,49.20913899,0.000694444,0.000694444,2.176277007,4.548386111,8.39947708,0.002777778,0,129.8795139,46.05380134,0.000715965,0.983569444,7.013077431,-0.817508917, #DIV/0!,24,1,0,120
TV08_1080p24_5_1s, RV08_1080p24_, 1920x1080,  I420,10.67779901,83.75,15.246419,0.464952,0.481904, , , , ,, , , , , ,, ,  ,, , , , ,1,0,0
TV09_1080p30_1_1s, RV09_1080p30_, 1920x1080,  I420,39.81868453,88.125,23.633426,0.72011,0.714759,2556,0.990716158,57.76824505,0,0,0.871674339,4.642618545,6.257647711,0,0,132.8853678,43.94957139,0.000555814,0.484749609,6.283381064,-0.793557371, #DIV/0!,30,1,0,85.2
TV09_1080p30_3_3s, RV09_1080p30_, 1920x1080,  I420,4.517316248,75.75,12.919522,0.426838,0.472358,2336,0.889606905,40.11414876,0,0,0.697437633,5.003397688,61.80417108,0,0,132.6177226,32.57803392,0.001417136,0.437675514,6.009232449,-0.857370184, #DIV/0!,30,1,0,77.86666667
TV10_2160p30_0.5_1s, RV10_2160p30_, 3840x2160,  I420,18.63290116,88, , , ,2854,0.936674376,57.95247426,0,0,2.757647169,5.802082691,8.483288434,0,0,127.9761738,48.63090983,0.000469807,0.405732306,2.529903994,-0.791549909, #DIV/0!,30,1,0,95.13333333
TV10_2160p30_5_5s, RV10_2160p30_, 3840x2160,  I420,4.982095569,65.625, , , ,2764,0.948971993,39.94971889,0,0,8.494522088,8.493443922,3.57052398,0,0,131.8668596,48.5318808,0.000228799,0.335434153,3.733196816,-0.815036013, #DIV/0!,30,1,0,92.13333333
TV11_2160p30_0.5_7s, RV11_2160p30_, 3840x2160,  I420,37.05658753,82.375,30.165986,0.803258,0.785198,2977,0.896607625,33.9930926,0,0,4.667688488,6.500244541,5.635940578,0,0,129.0241854,59.35354602,0.000136359,0.347017131,1.871871347,-0.788506829, #DIV/0!,30,1,0,99.23333333
TV11_2160p30_5_2s, RV11_2160p30_, 3840x2160,  I420,14.74556639,75.375,19.186643,0.539669,0.592099,2588,0.903120622,34.02458829,0,0,3.854865344,6.192281685,4.633900514,0,0,129.9725657,62.33280976,0.0001099,0.346692427,1.768252705,-0.794353594, #DIV/0!,30,1,0,86.26666667
TV12_2160p30_0.5_3s, RV12_2160p30_, 3840x2160,  I420,24.12265263,79.0625,27.420741,0.683979,0.690638,1501,0.61792503,11.33700889,0,0,2.677959227,6.455367089,2.125158881,0,0,126.7941372,35.43043919,0.000290406,0.308447702,13484.10948,-0.785742845, #DIV/0!,30,1,0,50.03333333
TV12_2160p30_4_7s, RV12_2160p30_, 3840x2160,  I420,10.83959442,50,22.791815,0.647055,0.665479,1766,0.655510181,11.46638696,0,0,4.086824694,6.886535674,1.74945214,0,0,131.9439411,35.31926564,0.000205193,0.294875425,12924.20675,-0.802508596, #DIV/0!,30,1,0,58.86666667
TV13_2160p30_2_7s, RV13_2160p30_, 3840x2160,  I420,12.16584964,63,13.457814,0.436157,0.551878,2909,0.893208157,49.77580139,0,0,3.061495638,5.901360605,13.22377048,0,0,134.3306978,56.94688594,0.000302547,0.327820557,5.481797869,-0.809469873, #DIV/0!,30,1,0,96.96666667
TV13_2160p30_3_2s, RV13_2160p30_, 3840x2160,  I420,5.035871862,69.5625,14.727979,0.485905,0.564567,2965,0.850716978,50.31284438,0,0,2.700095386,5.364640135,16.53125655,0,0,131.6866779,53.38922987,0.000524347,0.3606543,4.594424958,-0.799754621, #DIV/0!,30,1,0,98.83333333
TV14_2160p30_1_5s, RV14_2160p30_, 3840x2160,  I420,10.40085493,75.875,13.575684,0.330153,0.419708,3055,0.919689044,52.05664463,0,0,3.67477363,4.597266776,14.48687923,0,0,129.9319149,56.23912907,0.000555607,0.349152209,3.782613093,-0.804175794, #DIV/0!,30,1,0,101.8333333
TV14_2160p30_4_1s, RV14_2160p30_, 3840x2160,  I420,15.44628825,75.25,15.781889,0.431002,0.4953,3024,0.922823016,53.9017317,0,0,3.454199762,4.356590939,15.28596982,0,0,129.344246,55.87943358,0.000601121,0.350843254,3.793604167,-0.801564167, #DIV/0!,30,1,0,100.8
TV15_2160p30_1_9s, RV15_2160p30_, 3840x2160,  I420,69.98494504,74.9375,32.035983,0.865529,0.876528,2739,0.973499383,62.20847449,0,0,1.807143877,5.651576488,2.921342523,0,0,130.3866375,56.88155374,0.000340204,0.444209566,4.117481563,-0.798351365, #DIV/0!,30,1,0,91.3
TV15_2160p30_2_3s, RV15_2160p30_, 3840x2160,  I420,75.80009821,73.375,33.762424,0.906932,0.913335,2950,0.964587759,62.3807851,0,0,1.841406875,5.238238983,3.060469234,0,0,129.5820339,56.48716636,0.000356295,0.446244068,3.870286441,-0.790966308, #DIV/0!,30,1,0,98.33333333
TV16_2160p30_2_1s, RV16_2160p30_, 3840x2160,  I420,44.60692902,73.5625,26.259785,0.918093,0.897952,2585,0.928079524,60.21304019,0,0,1.275390074,4.062497099,7.668414909,0,0,131.2386847,53.03708609,0.000225574,0.280471954,3.773543907,-0.784531377, #DIV/0!,30,1,0,86.16666667
TV16_2160p30_3_9s, RV16_2160p30_, 3840x2160,  I420,8.38639389,53.6875,19.053789,0.716633,0.696253,2760,0.92726617,40.36772061,0,0,18.19719808,8.015073188,4.33525462,0,0,134.5471014,53.37716971,0.000101257,0.267137681,3.764580797,-0.812682196, #DIV/0!,30,1,0,92
TV17_2160p30_3_5s, RV17_2160p30_, 3840x2160,  I420,4.297170049,76.625,16.990707,0.341912,0.413618,4500,0.9646645,52.30844747,0,0,3.69106496,6.452518,9.704116433,0,0,133.9224444,51.01775633,0.000256796,0.471311111,2.786141333,-0.819583964, #DIV/0!,30,1,0,150
TV17_2160p30_3_5s, RV17_2160p30_, 3840x2160,  I420,19.74206621,76.625,16.990707,0.341912,0.413618,4500,0.9646645,52.30844747,0,0,3.69106496,6.452518,9.704116433,0,0,133.9224444,51.01775633,0.000256796,0.471311111,2.786141333,-0.819583964, #DIV/0!,30,1,0,150
TV17_2160p30_4_3s, RV17_2160p30_, 3840x2160,  I420,4.316068724,74.1875,20.335442,0.455539,0.513789,4320,0.954515324,53.03385885,0,0,5.656576109,6.668361806,10.18655475,0,0,133.5166667,50.1652664,0.000295796,0.472043981,2.724956481,-0.818351264, #DIV/0!,30,1,0,144
TV17_2160p30_4_3s, RV17_2160p30_, 3840x2160,  I420,30.00775437,74.1875,20.335442,0.455539,0.513789,4320,0.954515324,53.03385885,0,0,5.656576109,6.668361806,10.18655475,0,0,133.5166667,50.1652664,0.000295796,0.472043981,2.724956481,-0.818351264, #DIV/0!,30,1,0,144
TV18_2160p30_1_2s, RV18_2160p30_, 3840x2160,  I420,51.81586703,86.9375,29.909695,0.815468,0.812895,1347,0.895571566,52.78498388,0,0,3.170205375,4.378398664,11.14055131,0,0,126.9020045,61.9187649,0.000242183,0.119710468,1.890314774,-0.800598426, #DIV/0!,30,1,0,44.9
TV18_2160p30_5_9s, RV18_2160p30_, 3840x2160,  I420,7.67283559,53.4375,15.859372,0.535049,0.562762,1229,0.922231749,47.90813324,0,0,8.877026989,5.796463792,5.183763157,0,0,130.8576078,61.47202718,0.000166338,0,2.043433686,-0.82366345, #DIV/0!,30,1,0,40.96666667
fake1, ---, 1920x1080,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake2, ---, 3840x2160,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake3, ---, 640x480,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake4, ---, 704x576,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
fake5, ---, 352x288,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,24,1,0,0
