Source_file,Ref video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 79.5178100555, 0.77096294713, 43.3744902248, 0.992609597052, 0.992299934889
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 77.2456715632, 0.721557247294, 42.8473629595, 0.991968436118, 0.991728058968
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 71.5016160299, 0.415804598331, 41.6514104803, 0.990138863636, 0.990232444717
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 80.395795912, 0.342491190342, 43.7089618907, 0.99265131941, 0.992382396806
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 64.7576625344, -0.545956744755, 40.5097611671, 0.988296151106, 0.988687023342
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 86.015896026, 1.10362834775, 45.1558750602, 0.993867765356, 0.993467921376
AirShow_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 59.9337767024, -0.275903510664, 39.64273257, 0.98729045086, 0.987790767813
AsianFusion_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 73.5700555931, 0.716456618192, 37.6779519534, 0.983440640491, 0.979801181595
AsianFusion_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 72.7812082063, 0.721666146529, 37.7017944773, 0.981674071166, 0.977959808589
AsianFusion_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 64.9987707597, 0.510125561855, 36.3314719681, 0.975786777914, 0.971955230675
AsianFusion_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 69.6201768314, 0.642703092256, 36.963982, 0.98084850184, 0.97719311411
AsianFusion_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 62.0431522574, -0.293962589452, 35.5898626982, 0.973752386503, 0.970118365644
AsianFusion_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.5428149564, 0.897537283451, 38.4353992491, 0.984270784049, 0.980813223313
AsianFusion_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 58.8126787189, 0.0926287879307, 35.0386674368, 0.971740218405, 0.96833115092
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 80.6731575992, 1.0447940333, 38.9350152429, 0.987528604908, 0.984387936196
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 77.2956900987, 0.702552317468, 38.2218853902, 0.98449993865, 0.98161487362
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 71.5176487469, 0.506091385889, 37.0041230908, 0.980498565644, 0.977113894479
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 79.0241483212, 0.840536887782, 38.2989973755, 0.98648401227, 0.983501754601
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 66.4286011456, -0.00128970147386, 36.3032177816, 0.976572779141, 0.972984226994
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 85.4675747839, 1.1107708948, 40.3163641607, 0.990661033129, 0.987872773006
AsianFusion_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 62.832837473, 0.0074955350028, 35.6333376896, 0.974461344785, 0.970752506748
AsianFusion_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 80.057896579, 1.09379449898, 38.8476116294, 0.986862284663, 0.98375613865
AsianFusion_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 75.1890074062, 0.788636965398, 37.7966347607, 0.983459959509, 0.98025295092
AsianFusion_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 71.0627914185, 0.553772786977, 37.1225624589, 0.979425104294, 0.976084155828
AsianFusion_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 77.7478301374, 0.88401478751, 38.4123590552, 0.985819706748, 0.982932411043
AsianFusion_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 66.3051164054, -0.130819809555, 36.2925955067, 0.976604758282, 0.973091683436
AsianFusion_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 84.0877280496, 1.22160542364, 39.8306494405, 0.989503267485, 0.986675296933
AsianFusion_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 64.4176306611, -0.173589451458, 35.8855214908, 0.975194044172, 0.971816067485
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 78.3673812313, 0.805873066793, 38.5041571583, 0.985236208589, 0.982134656442
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 78.1868429325, 0.865733359609, 38.5930233632, 0.986089586503, 0.982873419632
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 69.3913537757, 0.557296824839, 36.9193058196, 0.97980978773, 0.976364103067
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 78.2184065928, 0.792633819229, 38.1807719485, 0.985823867485, 0.982905122699
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 65.3716394399, -0.309888918266, 36.0652301963, 0.976002411043, 0.972184760736
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 84.1166600963, 0.961794317143, 39.9632756086, 0.989497198773, 0.986760993865
AsianFusion_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 62.3680332152, -0.038154370102, 35.5710108074, 0.973919602454, 0.970321997546
Chimera1102347_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 76.5756904846, 0.186852437201, 38.4296160242, 0.979096923729, 0.977744921308
Chimera1102347_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 72.6359829305, 0.101338320645, 37.4487793947, 0.974629192494, 0.973721625908
Chimera1102347_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 69.7679656578, -0.162692926326, 36.5501454952, 0.973234088378, 0.972256600484
Chimera1102347_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 74.6955868079, 0.0918490380741, 37.9379102639, 0.978249009685, 0.976869737288
Chimera1102347_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 63.7093458618, -0.67444406903, 35.266395115, 0.967957584746, 0.967579934625
Chimera1102347_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 81.4635611068, 0.658156276371, 39.913699563, 0.983260930993, 0.981570455206
Chimera1102347_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 62.7404386805, -0.472807521831, 35.0508395726, 0.967788289346, 0.967358376513
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 83.2686458826, 0.29170636466, 39.636222132, 0.986524843826, 0.984581707022
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 79.2489512904, 0.338214010168, 38.5657848608, 0.982521070218, 0.980774756659
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 75.494548483, 0.20662076862, 37.5978898341, 0.979223995157, 0.977628552058
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 82.4741102129, 0.434502178214, 39.433707707, 0.985726009685, 0.983807440678
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 70.4675878167, -0.507131001546, 36.5035260024, 0.974459302663, 0.973307145278
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 85.9071011511, 0.619953397941, 40.7286494734, 0.988063154964, 0.986124433414
Chimera1102347_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 65.0980451016, -0.582558501971, 35.4578921961, 0.969021995157, 0.968479308717
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 82.7094185856, 0.217151256106, 39.3140321731, 0.986203096852, 0.984267951574
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 78.945119692, 0.285997200012, 38.3609139322, 0.983029263923, 0.98118127845
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 74.2067519862, -0.0080534010752, 37.1932726852, 0.978424336562, 0.97688622155
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 79.7028105014, 0.41923553923, 38.4806153789, 0.983621353511, 0.981842130751
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 65.961488901, -0.811217662205, 35.5713829649, 0.970179299031, 0.969534208232
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 85.370180338, 0.800413830194, 40.2981739891, 0.988128223971, 0.986119236077
Chimera1102347_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 62.5527671635, -0.795752834262, 34.9708380073, 0.966399606538, 0.966270527845
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 82.0002860065, 0.416998468735, 39.3451744213, 0.985322817191, 0.983527133172
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 77.9386936027, 0.120248424201, 38.395356609, 0.980944590799, 0.979392880145
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 74.2936804218, -0.038288749272, 37.3622424516, 0.978351039952, 0.976764301453
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 79.701534824, -0.0870366892937, 38.9646988584, 0.983024507264, 0.981392294189
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 68.3278567668, -0.785739817116, 36.0911480714, 0.972912669492, 0.971890661017
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 86.9842190307, 0.730074841983, 41.1858714709, 0.989016600484, 0.987029794189
Chimera1102347_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 64.5870779415, -0.752371642325, 35.341615862, 0.968843355932, 0.968328096852
Chimera1102353_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 78.3930496581, 0.30848973684, 42.764762783, 0.989116319359, 0.987332107275
Chimera1102353_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 74.5948730547, 0.0124763322454, 42.2197720703, 0.987774236745, 0.986174237978
Chimera1102353_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 72.5914802409, -0.258690159717, 41.8858964414, 0.986896637485, 0.985431070284
Chimera1102353_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 78.9170931556, 0.0064901249526, 42.8287988483, 0.989215837238, 0.987412766954
Chimera1102353_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 70.004082089, -0.631626755154, 41.5050823354, 0.986596618989, 0.985106080148
Chimera1102353_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 81.2140480051, 0.525691116043, 43.1772778076, 0.990044075216, 0.9881304291
Chimera1102353_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 67.9543278614, -0.45306737041, 41.219952275, 0.985430196054, 0.984154152898
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 86.5088341106, 0.550338811663, 43.8149816634, 0.992382241677, 0.990035517879
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 84.026079092, 0.217284153522, 43.4094818742, 0.991492146732, 0.989252699137
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 79.8184856823, 0.180426911017, 42.7598222935, 0.990171128237, 0.988076982737
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 85.4508474816, 0.516299790764, 43.6008988175, 0.992022880395, 0.989691004932
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 72.9746096239, -0.393300708618, 41.8215511825, 0.987454620222, 0.985816791615
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 89.0494603394, 0.774328550397, 44.2734749766, 0.993229443896, 0.990808331689
Chimera1102353_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 71.1641607892, -0.0145226317176, 41.5255880777, 0.986670438964, 0.985154510481
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 85.4433120123, 0.197654687969, 43.6392348483, 0.991873244143, 0.989605452528
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 82.6945888283, 0.452941298849, 43.181569767, 0.991036114673, 0.988830162762
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 76.6193377496, 0.260456417006, 42.2776124439, 0.988862918619, 0.986971135635
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 81.698267312, 0.51606459972, 43.0679673761, 0.990115027127, 0.988122639951
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 69.074180486, -0.462481732733, 41.2521103527, 0.985616188656, 0.984284399507
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 88.0581637933, 0.77547499578, 44.0898328113, 0.992836893958, 0.990462819975
Chimera1102353_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 68.4790319081, -0.122623102645, 41.1861578582, 0.985496246609, 0.984181711467
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 84.3329079301, 0.291271514863, 43.4771924883, 0.991542647349, 0.989309872996
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 81.5795072709, 0.268742930735, 43.0701188434, 0.990711617756, 0.988590353884
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 78.7647790094, 0.151367009626, 42.658693598, 0.989784887793, 0.987771960543
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 83.0006963916, 0.206145294458, 43.284567201, 0.990649308261, 0.988580397041
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 71.0362955849, -0.606535596954, 41.5725449248, 0.986618033292, 0.985125815043
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 88.3374020089, 0.526129759649, 44.1443809679, 0.992992658446, 0.990589325524
Chimera1102353_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 71.3464498903, -0.164861208982, 41.563333508, 0.986834464858, 0.985272381011
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 60.0595293024, 0.613678538287, 34.5226448086, 0.928657445988, 0.941802722222
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 60.6242499449, 0.619412408807, 34.6224484861, 0.925073945988, 0.938860055556
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 51.7518100049, 0.11498417158, 33.2506137083, 0.901459401235, 0.920483887346
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 56.7831452723, 0.508501668436, 33.9636509383, 0.922280509259, 0.937126381173
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 44.0176024934, -0.661390204351, 32.170490838, 0.887752611111, 0.910047875
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 65.6712909234, 0.680731707253, 35.5428158395, 0.934598680556, 0.946255763889
CosmosLaundromat_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.3184710578, -0.558738931343, 31.3188969043, 0.880554688272, 0.904834427469
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 68.9780052238, 0.683198690603, 36.2143019167, 0.953126393519, 0.960459864198
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 61.8426935773, 0.683856636508, 34.6925237593, 0.940220955247, 0.950886030864
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 55.8225737442, 0.421518674087, 33.8305085602, 0.923658487654, 0.938124296296
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 66.5535630898, 0.660061151668, 35.9180585787, 0.949920941358, 0.958078222222
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 49.3729239222, -0.562946531592, 33.0175079383, 0.898587012346, 0.91826845216
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.6121903236, 1.05042562504, 37.5831789012, 0.967670070988, 0.971935069444
CosmosLaundromat_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 43.0714994706, -0.490313639365, 31.9918315247, 0.88732625463, 0.909808229938
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 69.3013613578, 0.245026078311, 36.1899864151, 0.954352467593, 0.961346259259
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 61.7818254693, 0.388021032359, 34.7982008457, 0.937891, 0.948912570988
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 55.3157687401, 0.0503706571741, 33.7725197623, 0.918392885802, 0.933761572531
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 64.9273988922, 0.365051940881, 35.3557571281, 0.949159054012, 0.957572274691
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 48.2760940007, -0.61073117821, 32.7461759367, 0.898621353395, 0.918435183642
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.5927401955, 0.976282960187, 37.5190366034, 0.965716774691, 0.970202953704
CosmosLaundromat_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 41.7765443924, -0.769997589511, 31.7887097207, 0.887362098765, 0.909982740741
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 67.2933557674, 0.423416755181, 36.0480223287, 0.948993998457, 0.957229214506
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 61.0924703035, 0.661918593761, 34.5466569198, 0.936875114198, 0.948297929012
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 54.7542611617, 0.067746324563, 33.637254429, 0.91720454321, 0.933034416667
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 62.7348572846, 0.481015055911, 35.1611227731, 0.947387665123, 0.956551896605
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 46.0944853728, -0.598083800068, 32.4463853056, 0.892639503086, 0.913886449074
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.7118145007, 1.06529100748, 37.551647858, 0.967714160494, 0.972014324074
CosmosLaundromat_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 42.4389051537, -0.659409978183, 31.8956002809, 0.886384433642, 0.909120285494
ElFuenteDance_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 59.898307387, -0.118730958424, 32.9706187694, 0.933438450237, 0.938089886256
ElFuenteDance_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 55.1698296337, -0.111061598128, 32.3035280063, 0.924133587678, 0.929352281201
ElFuenteDance_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 43.963742298, -0.567395971183, 30.5093450458, 0.900548266983, 0.910159718799
ElFuenteDance_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 53.018056796, -0.0918543031394, 31.8773386051, 0.916359120063, 0.923807334913
ElFuenteDance_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 36.6445091293, -0.992922557343, 29.2963485434, 0.880874175355, 0.894704014218
ElFuenteDance_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 65.4304887148, 0.266219638591, 33.9142158578, 0.942039154818, 0.944998887836
ElFuenteDance_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 34.6357202799, -1.15797510696, 28.9485879179, 0.872257345972, 0.887657129542
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 66.8986389645, -0.0430459534431, 34.0261022022, 0.951684123223, 0.95280692891
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 58.4505607826, -0.0938405840882, 32.7403248673, 0.936432764613, 0.939642048973
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 48.6842986347, -0.483932885904, 31.2545188294, 0.915774379147, 0.922597778831
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 64.8519541414, -0.070181634079, 33.7209891659, 0.948806777251, 0.950539706161
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 41.6033277346, -1.04359477525, 30.120037921, 0.89904735387, 0.909202954186
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.4580138301, 0.300396620254, 35.6390141058, 0.962354404423, 0.962549819905
ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 34.6357202799, -1.22844842299, 28.9485879179, 0.872257345972, 0.887657129542
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 66.7365458147, -0.127247856057, 34.0183718815, 0.952658342812, 0.953327728278
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 57.4405904741, -0.230559403872, 32.6686430648, 0.936060789889, 0.939134823065
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 44.3725906676, -0.668983800412, 30.5743788815, 0.902764180095, 0.911830976303
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 57.7995125879, -0.506739276424, 32.5583330126, 0.936004453397, 0.939941837283
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 35.9783672519, -1.09188384923, 29.1803177536, 0.877773025276, 0.892039843602
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 75.4512739134, 0.515569806122, 35.4337726098, 0.963968810427, 0.963423763033
ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 34.6357202799, -1.12522449624, 28.9485879179, 0.872257345972, 0.887657129542
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 63.3803271486, -0.322307454985, 33.46694694, 0.945027221169, 0.947419443918
